"medcode"	"term"	"database"
"40448"	"induction of labour using prostaglandins"	"Gold"
"54473"	"other uterine/pelvic floor abnormal affecting obstetric care"	"Gold"
"42572"	"delayed delivery second twin - delivered"	"Gold"
"116616"	"[x]other maternal disorders predominant related to pregnancy"	"Gold"
"101607"	"pack to control postpartum haemorrhage"	"Gold"
"7845"	"antenatal care"	"Gold"
"114314"	"other obstetric trauma with postnatal problem"	"Gold"
"115728"	"obstetric blood-clot pulmonary embolism - delivered"	"Gold"
"11359"	"diabetes mellitus during pregnancy/childbirth/puerperium"	"Gold"
"58982"	"other cardiovascular diseases in pregnancy/childbirth/puerp"	"Gold"
"29287"	"postnatal examination minor problem found"	"Gold"
"69382"	"obstetric damage to pelvic joints and ligaments + p/n prob"	"Gold"
"85245"	"routine obstetric scan nos"	"Gold"
"66471"	"other obstetric operation nos"	"Gold"
"21345"	"seen in postnatal clinic"	"Gold"
"15514"	"upper uterine segment caesarean delivery nec"	"Gold"
"46822"	"old retroplacental clot"	"Gold"
"97471"	"liveborn with prelabour fetal distress nos"	"Gold"
"67728"	"post-term pregnancy - not delivered"	"Gold"
"62886"	"cracked nipple in pregnancy, the puerperium or lactation nos"	"Gold"
"54726"	"maternal care for chromosomal abnormality in fetus"	"Gold"
"41473"	"drug dependence in pregnancy, childbirth and the puerperium"	"Gold"
"28103"	"concealed pregnancy"	"Gold"
"44385"	"obstetric trauma nos"	"Gold"
"21849"	"tubal pregnancy"	"Gold"
"64752"	"placenta praevia with haemorrhage - not delivered"	"Gold"
"52603"	"puerperal phlebitis nos"	"Gold"
"55573"	"obstetric self-referral"	"Gold"
"62809"	"dis of the digestive sys comp preg childbirth and puerp"	"Gold"
"16975"	"gestation - multiple"	"Gold"
"112578"	"obstetric blood-clot pulmonary embolism + a/n complication"	"Gold"
"107870"	"postnatal examination invitation"	"Gold"
"101599"	"maternal care for damage to fetus from maternal rubella"	"Gold"
"101893"	"maternal care for suspected chromosomal abnormality in fetus"	"Gold"
"88775"	"medical induction of labour"	"Gold"
"11741"	"haematoma of obstetric wound"	"Gold"
"86399"	"other specified vacuum delivery"	"Gold"
"40724"	"failure to progress in second stage of labour"	"Gold"
"54577"	"twin pregnancy unspecified"	"Gold"
"95570"	"failed trial of labour nos"	"Gold"
"48552"	"anembryonic pregnancy"	"Gold"
"36234"	"retained placenta without haemorrhage"	"Gold"
"51111"	"rectocele complicating postpartum care - baby delivered prev"	"Gold"
"38439"	"cystocele complicating postpartum care - baby delivered prev"	"Gold"
"48602"	"long labour"	"Gold"
"13352"	"trauma to perineum and vulva during delivery"	"Gold"
"113866"	"placenta unhealthy"	"Gold"
"33634"	"anaemia during pregnancy/childbirth/puerperium nos"	"Gold"
"64384"	"diabetes mellitus in pregnancy/childbirth/puerperium nos"	"Gold"
"93027"	"[x]obstetric+gynae devices associated with adverse incidents"	"Gold"
"97682"	"other specified gestational age"	"Gold"
"105654"	"other haemorrhage in early pregnancy - delivered"	"Gold"
"72594"	"obstetric inversion of uterus with postnatal problem"	"Gold"
"49446"	"vacuum extractor delivery - delivered"	"Gold"
"113708"	"delivery subsequent element cycle chemotherapy for neoplasm"	"Gold"
"39447"	"edinburgh postnatal depression scale declined"	"Gold"
"114297"	"abnormality of forces of labour nos - delivered"	"Gold"
"99890"	"fetus/neonate affect by placental damage-surgical induction"	"Gold"
"53685"	"varicose veins of legs in pregnancy"	"Gold"
"100516"	"placenta calcified"	"Gold"
"114568"	"elderly primigravida nos"	"Gold"
"95702"	"under 9 weeks gestational age"	"Gold"
"34399"	"[x]cervicitis following delivery"	"Gold"
"46730"	"obstetrical tetanus"	"Gold"
"64732"	"liveborn with labour abnormal heart beat"	"Gold"
"109570"	"puerperal septicaemia - delivered with postnatal comp"	"Gold"
"25759"	"vv's of perineum/vulva in pregnancy/puerperium"	"Gold"
"21893"	"maternal care for hydrops fetalis"	"Gold"
"99361"	"vulval and perineal haematoma during delivery + p/n problem"	"Gold"
"61597"	"fourth degree perineal tear during delivery with p/n problem"	"Gold"
"41718"	"complications of pregnancy/childbirth/puerperium os"	"Gold"
"68840"	"haemorrhoids in pregnancy and puerperium - deliv + p/n comp"	"Gold"
"30378"	"rectocele complicating antenatal care - baby not delivered"	"Gold"
"45862"	"curettage of uterus for termination of pregnancy nec"	"Gold"
"88229"	"obstetric doppler studies"	"Gold"
"115788"	"maternal distress with postnatal problem"	"Gold"
"101938"	"maternal distress with antenatal problem"	"Gold"
"90277"	"rupture of uterus before labour with antenatal problem"	"Gold"
"62919"	"severe pre-eclampsia - delivered with postnatal complication"	"Gold"
"97259"	"antenatal screening declined"	"Gold"
"20383"	"obstetric nonpurulent mastitis"	"Gold"
"78449"	"other non routine obstetric scan"	"Gold"
"57002"	"failed mechanical induction of labour"	"Gold"
"64366"	"superficial thrombophlebitis in pregnancy"	"Gold"
"15256"	"unspecified perineal laceration during delivery"	"Gold"
"111183"	"health visitor antenatal visit declined"	"Gold"
"110878"	"maternal hypotension syndrome with postnatal problem"	"Gold"
"114330"	"hyperemesis gravidarum with metabolic disturbance - deliv"	"Gold"
"20630"	"obstetric nonpurulent mastitis - delivered"	"Gold"
"112113"	"blood-clot embolism following abortive pregnancy"	"Gold"
"14925"	"early pregnancy haemorrhage nos"	"Gold"
"61935"	"congenital heart disease in pregnancy"	"Gold"
"113161"	"abnormality of forces of labour nos"	"Gold"
"106588"	"antenatal 22 week examination"	"Gold"
"42485"	"[x]other specified puerperal infection"	"Gold"
"112265"	"intraligamentous pregnancy"	"Gold"
"7390"	"puerperal pyrexia nos"	"Gold"
"30801"	"misc. antenatal data nos"	"Gold"
"61805"	"appearance of placenta"	"Gold"
"103059"	"curettage of term pregnancy nec"	"Gold"
"16384"	"curettage of uterus for termination of pregnancy nec"	"Gold"
"53056"	"polyp of cervix in pregnancy, childbirth and the puerperium"	"Gold"
"48585"	"fetus or neonate affected by complication of labour/delivery"	"Gold"
"47219"	"fetus/neonate affected by mat epidural anaesth - labour/del"	"Gold"
"39805"	"obstetric breast infection nos"	"Gold"
"35517"	"placental details nos"	"Gold"
"112112"	"amniotic fluid embolism following abortive pregnancy"	"Gold"
"111536"	"galactorrhoea in pregnancy/puerperium with p/n complication"	"Gold"
"43563"	"[x]delivery"	"Gold"
"68966"	"[x]other obstetric conditions, not elsewhere classified"	"Gold"
"104218"	"obstructed labour due to fetal malposition unspecified"	"Gold"
"112104"	"vaginal damage following abortive pregnancy"	"Gold"
"102191"	"pregnancy advice for patients with epilepsy declined"	"Gold"
"99935"	"[x]other immediate postpartum haemorrhage"	"Gold"
"73557"	"abnormal gtt in pregnancy/childbirth/puerperium nos"	"Gold"
"3029"	"infections of kidney in pregnancy"	"Gold"
"114906"	"observation of consistency of placenta"	"Gold"
"106517"	"other maternal viral disease in pregnancy - baby delivered"	"Gold"
"105425"	"other immediate postpartum haemorrhage - deliv with p/n prob"	"Gold"
"69012"	"galactorrhoea in pregnancy/puerperium with a/n complication"	"Gold"
"57131"	"breast engorgement in pregnancy/puerperium/lactation - deliv"	"Gold"
"1850"	"shirodkar suture in pregnancy"	"Gold"
"30302"	"pregnancy operations"	"Gold"
"13215"	"length of labour"	"Gold"
"28107"	"oedema or excessive weight gain in pregnancy no hypertension"	"Gold"
"102359"	"pregnancy advice for patients with epilepsy"	"Gold"
"68858"	"u-s scan -placental localisatn"	"Gold"
"85960"	"plasma pregnancy associated plasma protein-a mom"	"Gold"
"96490"	"obstetric conjugate of pelvis"	"Gold"
"105817"	"obstetric coop card issued"	"Gold"
"64260"	"dis nervous syst complic pregnancy,childbirth and puerperium"	"Gold"
"47863"	"[x]other single delivery by caesarean section"	"Gold"
"93136"	"tumour of uterine body affecting obstetric care"	"Gold"
"59493"	"salpingo-oophoritis following abortive pregnancy"	"Gold"
"41447"	"blood dyscrasia puerperal"	"Gold"
"9160"	"spontaneous vertex delivery"	"Gold"
"58880"	"other obstetric breast infection unspecified"	"Gold"
"49665"	"[v]antenatal screening for chromosomal anomalies"	"Gold"
"104656"	"sequelae of complication pregnancy childbirth and puerperium"	"Gold"
"58844"	"vacuum extractor delivery unspecified"	"Gold"
"48484"	"relation of onset of labour to due date"	"Gold"
"49953"	"3rd stage of labour length"	"Gold"
"16046"	"varicose veins of legs in pregnancy and the puerperium"	"Gold"
"86011"	"routine obstetric scan"	"Gold"
"37573"	"continuing pregnancy after abortion of sibling fetus"	"Gold"
"57488"	"vulval/perineal trauma during delivery nos - delivered"	"Gold"
"44549"	"pre-exist hypertension compl preg childbirth and puerperium"	"Gold"
"21626"	"spontaneous onset of labour"	"Gold"
"13585"	"postnatal visits"	"Gold"
"27731"	"vulval and perineal haematoma during delivery"	"Gold"
"37701"	"observation of pattern of pregnancy"	"Gold"
"68694"	"observation of measures of pregnancy"	"Gold"
"26356"	"discharge by obstetrician"	"Gold"
"33421"	"oxytocic induction of labour"	"Gold"
"64469"	"placenta fatty deposits"	"Gold"
"109993"	"postpartum coagulation defects unspecified"	"Gold"
"72215"	"uterine body tumour in pregnancy/childbirth/puerperium nos"	"Gold"
"26840"	"fetus or neonate affected by unstable lie before labour"	"Gold"
"89929"	"oligohydramnios - delivered"	"Gold"
"35628"	"prolonged labour unspecified"	"Gold"
"49559"	"diabetes mellitus during pregnancy - baby not yet delivered"	"Gold"
"35558"	"u-s scan - obstetric, diagn."	"Gold"
"29786"	"haemorrhoids in pregnancy"	"Gold"
"115625"	"other venous complication of pregnancy/puerperium unsp"	"Gold"
"109313"	"did not attend antenatal appointment"	"Gold"
"13318"	"o/e - fundus size - obstetric"	"Gold"
"112613"	"pregnancy associated plasma protein a multiple of median"	"Gold"
"104872"	"premature labour with premature delivery"	"Gold"
"57059"	"orthopaedic disorder in pregnancy - baby not yet delivered"	"Gold"
"55750"	"obstetric laceration of cervix"	"Gold"
"103954"	"length of gestation at time of test"	"Gold"
"29529"	"rupture of uterus during and after labour"	"Gold"
"42275"	"mid-cavity forceps delivery"	"Gold"
"33794"	"puerperal endometritis unspecified"	"Gold"
"53203"	"discharge from obstetrics service"	"Gold"
"40876"	"third degree perineal tear during delivery nos"	"Gold"
"22426"	"breathing awareness for childbirth"	"Gold"
"102755"	"downs syndrome antenatal screening information leaflet given"	"Gold"
"26556"	"gestation >24 weeks"	"Gold"
"26555"	"gestation <24 weeks"	"Gold"
"37985"	"abnormal finding on antenatal screening of mother"	"Gold"
"23334"	"albuminuria in pregnancy without hypertension"	"Gold"
"92579"	"uraemia in pregnancy without hypertension"	"Gold"
"38312"	"nephropathy nos in pregnancy without hypertension"	"Gold"
"22215"	"high risk pregnancy"	"Gold"
"38346"	"[v]first normal pregnancy supervision"	"Gold"
"93273"	"complications of labour and delivery nos - delivered"	"Gold"
"65231"	"obstetric coop card updated"	"Gold"
"100252"	"pushing involuntarily in labour"	"Gold"
"113050"	"obstetric coop card lost"	"Gold"
"48583"	"fetus/neonate affected by disproportion during labour/delive"	"Gold"
"15563"	"short gestation and unspecified low birthweight problems"	"Gold"
"42755"	"spinal/epidural anesth-induced headache dur labour/delivery"	"Gold"
"57789"	"delivery by combination of forceps and vacuum extractor"	"Gold"
"64728"	"polyhydramnios nos"	"Gold"
"39446"	"edinburgh postnatal depression scale"	"Gold"
"108535"	"obstetric anaesthetic complications nos"	"Gold"
"19603"	"first degree perineal tear during delivery, unspecified"	"Gold"
"95312"	"observation of placental function"	"Gold"
"4786"	"multiple delivery, all by caesarean section"	"Gold"
"48853"	"obstetric trauma damaging pelvic joints and ligaments"	"Gold"
"20002"	"high forceps cephalic delivery with rotation"	"Gold"
"40859"	"length of gestation at birth"	"Gold"
"101813"	"invasive mole - placenta"	"Gold"
"114449"	"vulval abnormality - baby delivered+postpartum complication"	"Gold"
"57249"	"antepartum haemorrhage nos, unspecified"	"Gold"
"91272"	"puerperal cerebrovascular disorder with antenatal comp"	"Gold"
"50765"	"obstetric perineal wound disruption nos"	"Gold"
"99286"	"other amniotic/membrane problem with antenatal problem"	"Gold"
"46187"	"placenta diameter"	"Gold"
"13307"	"[x]postnatal depression nos"	"Gold"
"57220"	"other specified obstetric operations"	"Gold"
"103810"	"antepartum haemorrhage with uterine leiomyoma nos"	"Gold"
"66501"	"complications of labour and delivery nos"	"Gold"
"109578"	"obstetric trauma causing pelvic haematoma nos"	"Gold"
"93551"	"other complication obstetric surgical wound with p/n comp"	"Gold"
"65230"	"obstetric perineal wound disruption with p/n complication"	"Gold"
"66537"	"maternal syphilis during pregnancy - baby delivered"	"Gold"
"99479"	"other placental conditions with antenatal problem"	"Gold"
"41504"	"other pregnancy vomiting unspecified"	"Gold"
"10056"	"antenatal examinations"	"Gold"
"98422"	"liveborn with labour hypoxia"	"Gold"
"44401"	"shoulder dystocia with antenatal problem"	"Gold"
"43958"	"fetus/neonate affected by twin-to-twin transplacental transf"	"Gold"
"72019"	"late pregnancy vomiting - not delivered"	"Gold"
"109646"	"obstetric transcutaneous nerve stimulation"	"Gold"
"31617"	"mild hyperemesis-not delivered"	"Gold"
"34333"	"incomplete delivery of placenta"	"Gold"
"63022"	"prem rupture of membranes onset of labour after 24 hours"	"Gold"
"35484"	"antenatal education"	"Gold"
"107531"	"time of delivery"	"Gold"
"106154"	"other specified obstetric doppler studies"	"Gold"
"111542"	"feto-placental problems nos - delivered"	"Gold"
"37386"	"pregnancy prophylactic therapy"	"Gold"
"60877"	"maternal care for fetal decelerations during pregnancy"	"Gold"
"103512"	"prolapse of cord with antenatal problem"	"Gold"
"98003"	"contraction of uterus during labour"	"Gold"
"107225"	"asymptomatic bacteriuria in pregnancy nos"	"Gold"
"59269"	"other breast disorder in pregnancy/puerperium/lact +p/n comp"	"Gold"
"8122"	"outcome of delivery"	"Gold"
"13968"	"antenatal ultrasound confirms intra-uterine pregnancy"	"Gold"
"92415"	"shock following abortive pregnancy"	"Gold"
"35273"	"readmission for abortive pregnancy (nhs codes)"	"Gold"
"109880"	"obstetric doppler ultrasound nos"	"Gold"
"48200"	"listed for obstetric admission"	"Gold"
"99939"	"other umbilical cord complications with antenatal problem"	"Gold"
"96310"	"other specified delivery of chemotherapy for neoplasm"	"Gold"
"20152"	"sepsis nos following abortion/ectopic/molar pregnancy"	"Gold"
"23590"	"obstructed labour due to fetal malposition"	"Gold"
"73319"	"obstructed labour caused by pelvic soft tissues"	"Gold"
"97723"	"oligohydramnios unspecified"	"Gold"
"62676"	"obstetric anaesthesia with cns complications unspecified"	"Gold"
"50009"	"cracked nipple in pregnancy/puerperium/lactation - delivered"	"Gold"
"15533"	"obstetric breast abscess with postnatal complication"	"Gold"
"2872"	"retained products with no haemorrhage with postnatal problem"	"Gold"
"54942"	"transient hypertension of pregnancy - delivered"	"Gold"
"51929"	"high vaginal laceration - obstetric"	"Gold"
"34843"	"inversion of uterus - obstetric"	"Gold"
"35977"	"placental localisation"	"Gold"
"7633"	"galactorrhoea due to nonobstetric cause"	"Gold"
"44286"	"under care of obstetrician"	"Gold"
"4797"	"u-s obstetric scan normal"	"Gold"
"49661"	"other specified obstetric operations"	"Gold"
"115666"	"afibrinogenaemia - postpartum"	"Gold"
"54701"	"[v]other specified high-risk pregnancy"	"Gold"
"55225"	"prolonged labour nos"	"Gold"
"101354"	"cystocele complicating antenatal care - baby not delivered"	"Gold"
"23348"	"retained placenta or membranes with no haemorrhage nos"	"Gold"
"108134"	"retained placenta without haemorrhage"	"Gold"
"71162"	"other pregnancy complication - delivered"	"Gold"
"102635"	"pregnancy termination care"	"Gold"
"104806"	"other breast disorder in pregnancy/puerperium/lact - deliv"	"Gold"
"41036"	"gas and air analgesia in labour"	"Gold"
"26698"	"obstetric examination nos"	"Gold"
"113741"	"mental disorder during pregnancy/childbirth/puerperium nos"	"Gold"
"18810"	"length of gestation"	"Gold"
"43760"	"other method of delivery nos"	"Gold"
"66837"	"third-stage postpartum haemorrhage nos"	"Gold"
"63825"	"fetus or neonate affected by ectopic pregnancy"	"Gold"
"72835"	"fetus/neonate affected by maternal complic pregnancy nos"	"Gold"
"114671"	"asymptomatic bacteriuria in pregnancy unspecified"	"Gold"
"113919"	"centile age adjustment for gestational age"	"Gold"
"39611"	"antenatal ultrasound scan at 22-40 weeks"	"Gold"
"111849"	"[x]other haemorrhage in early pregnancy"	"Gold"
"104405"	"normal length of third stage of labour"	"Gold"
"69285"	"other obstetric trauma - delivered with postnatal problem"	"Gold"
"71720"	"rupture of uterus before labour nos"	"Gold"
"39866"	"cleidotomy of fetus to facilitate delivery"	"Gold"
"99008"	"fetus or neonate affected by tubal ectopic pregnancy"	"Gold"
"63319"	"embolus following abortive pregnancy"	"Gold"
"98499"	"maternal care for suspect fetal abnormal and damage, unspec"	"Gold"
"113319"	"amniotic cavity infection with antenatal problem"	"Gold"
"113599"	"obstetric blood-clot pulmonary embolism unspecified"	"Gold"
"102745"	"secondary postpartum haemorrhage - deliv with postnatal prob"	"Gold"
"110868"	"thyroid dysfunction - unspec whether in pregnancy/puerperium"	"Gold"
"40169"	"serum alkaline phosphatase placental enzyme level"	"Gold"
"40597"	"[v]other specified antenatal screening"	"Gold"
"66649"	"venous complication of pregnancy, unspecified"	"Gold"
"60124"	"rapid progress in first stage of labour"	"Gold"
"94527"	"other pregnancy complication with postnatal complication"	"Gold"
"30805"	"other vulval/perineal trauma during delivery, unspecified"	"Gold"
"11530"	"vaginal delivery"	"Gold"
"67489"	"vulval/perineal trauma during delivery nos unspec"	"Gold"
"69500"	"antepartum haemorrhage with trauma - delivered"	"Gold"
"108094"	"other complications of obstetric procedures unspecified"	"Gold"
"103104"	"other maternal viral dis.in pregnancy-baby not yet delivered"	"Gold"
"68004"	"fetus/neonate affected by maternal complication of pregnancy"	"Gold"
"27201"	"feto/placental hormones"	"Gold"
"4638"	"other caesarean delivery"	"Gold"
"52299"	"fetus/neonate affected by placental/breast transfer narcotic"	"Gold"
"40744"	"abnormal delivery"	"Gold"
"25157"	"early onset of delivery - delivered"	"Gold"
"9170"	"hypertension complicating pregnancy/childbirth/puerperium"	"Gold"
"70557"	"placenta praevia without haemorrhage unspecified"	"Gold"
"73432"	"medical condition nos during pregnancy - baby delivered"	"Gold"
"17704"	"simpson's forceps delivery"	"Gold"
"39573"	"umbilical cord not around baby's neck at delivery"	"Gold"
"62508"	"[v]examination immediately after delivery"	"Gold"
"104466"	"hiv disease complicating pregnancy childbirth puerperium"	"Gold"
"2923"	"puerperal depression"	"Gold"
"68169"	"fetus/neonate affect other placental separation/haemorrhage"	"Gold"
"37055"	"fetus/neonate affected by maternal pethidine in labour/deliv"	"Gold"
"96222"	"maternal care for fetal abnormality and damage, unspecified"	"Gold"
"7916"	"delivered by caesarean section - pregnancy at term"	"Gold"
"114802"	"obstetric anaesthetic complications nos"	"Gold"
"93644"	"septicaemia during labour - delivered"	"Gold"
"21119"	"anaemia during pregnancy - baby not yet delivered"	"Gold"
"112698"	"puerperal septicaemia nos"	"Gold"
"61596"	"fetus or neonate affected by oblique lie before labour"	"Gold"
"9408"	"bleeding in early pregnancy"	"Gold"
"111075"	"[x]other 'heavy for gestational age' infants"	"Gold"
"55761"	"fetus or neonate affected by premature placental separation"	"Gold"
"112607"	"education about thyroid disease in pregnancy"	"Gold"
"47197"	"varicose veins of legs in pregnancy/puerperium + p/n comp"	"Gold"
"64099"	"fatigue during pregnancy unspecified"	"Gold"
"54761"	"maternal syphilis in pregnancy/childbirth/puerperium"	"Gold"
"5033"	"high forceps cephalic delivery nec"	"Gold"
"10278"	"diabetes mellitus arising in pregnancy"	"Gold"
"26549"	"delivery: no place booked"	"Gold"
"11589"	"fetal heart monitoring in labour"	"Gold"
"86327"	"over 20 weeks gestational age"	"Gold"
"70046"	"abnormal radiological finding on antenatal screen of mother"	"Gold"
"58187"	"[x]obstructed labour due to other abnormalities of fetus"	"Gold"
"105047"	"abnormal cytological finding on antenatal screen of mother"	"Gold"
"7377"	"[x]infection of caesarean section wound following delivery"	"Gold"
"97485"	"puerperal septicaemia unspecified"	"Gold"
"96678"	"umbilical cord complications nos with antenatal problem"	"Gold"
"63773"	"haemorrhoids in pregnancy and the puerperium - delivered"	"Gold"
"2602"	"cystitis of pregnancy"	"Gold"
"9986"	"pregnancy care"	"Gold"
"66594"	"heart disease during pregnancy"	"Gold"
"19544"	"postnatal care"	"Gold"
"50293"	"induction and delivery operations nos"	"Gold"
"112125"	"maternal gonorrhoea during pregnancy - baby delivered"	"Gold"
"35158"	"normal pregnancy"	"Gold"
"71171"	"rupture of uterus before labour unspecified"	"Gold"
"67862"	"other complications of labour and delivery nec"	"Gold"
"40875"	"second degree perineal tear during delivery with p/n prob"	"Gold"
"106163"	"other complications of obstetric anaesthesia nos"	"Gold"
"106135"	"long duration of labour"	"Gold"
"72517"	"puerperal thrombosis nos"	"Gold"
"64626"	"stale retroplacental clot"	"Gold"
"101499"	"stenosis of cervix in pregnancy/childbirth/puerperium nos"	"Gold"
"33255"	"polyp of cervix in pregnancy/childbirth/puerperium nos"	"Gold"
"48785"	"placental weight"	"Gold"
"56542"	"bicornuate uterus in pregnancy, childbirth or puerperium nos"	"Gold"
"73403"	"hyperemesis gravidarum with metabolic disturbance unsp"	"Gold"
"41016"	"septate vagina in pregnancy, childbirth and the puerperium"	"Gold"
"40262"	"vaginal abnormality in pregnancy/childbirth/puerperium"	"Gold"
"103781"	"postnatal class"	"Gold"
"15697"	"obstetric nonpurulent mastitis unspecified"	"Gold"
"63277"	"acute renal failure following labour and delivery"	"Gold"
"6478"	"abnormal glucose tolerance test in pregnancy/childb/puerp"	"Gold"
"50089"	"lymphangitis of breast - obstetric"	"Gold"
"106454"	"retained placenta with no haemorrhage with postnatal problem"	"Gold"
"73727"	"fatigue during pregnancy nos"	"Gold"
"55889"	"maternal rubella during pregnancy - baby not yet delivered"	"Gold"
"15685"	"abnormal findings on antenatal screening of mother"	"Gold"
"34670"	"fetus/neonate affected by complic labour/delivery nos"	"Gold"
"7517"	"unplanned pregnancy"	"Gold"
"16281"	"obstetric breast infection nos with postnatal complication"	"Gold"
"59910"	"maternal infect/parasitic dis nos in pregnancy/childb/puerp"	"Gold"
"60924"	"no progress with delivery"	"Gold"
"106001"	"destructive operation for delivery"	"Gold"
"59739"	"obstetric nipple infection nos"	"Gold"
"35710"	"obstetric nonpurulent mastitis nos"	"Gold"
"64748"	"retained placenta with no haemorrhage nos"	"Gold"
"53908"	"[x]other ectopic pregnancy"	"Gold"
"2029"	"antenatal ultrasound scan"	"Gold"
"32380"	"vulval delivery trauma"	"Gold"
"96614"	"fetus/neonate affected by mat analgesic agent in labour/del"	"Gold"
"3385"	"retained portion of placenta or membranes - no haemorrhage"	"Gold"
"5071"	"postnatal exam. - maternal"	"Gold"
"42661"	"fetus affected by aph - antepartum haemorrhage"	"Gold"
"94874"	"short duration of labour"	"Gold"
"114238"	"obstetric nipple infection - delivered with p/n complication"	"Gold"
"34173"	"proteinuric hypertension of pregnancy"	"Gold"
"62052"	"uterus damage following abortive pregnancy"	"Gold"
"56867"	"obstructed labour due to breech presentation"	"Gold"
"23866"	"symphysiotomy to facilitate delivery"	"Gold"
"3108"	"episiotomy to facilitate delivery"	"Gold"
"618"	"delivery by emergency caesarean section"	"Gold"
"63309"	"fetus/neonate affected by uterine dysfunction in labour/del"	"Gold"
"97836"	"uterine operation scar in pregnancy/childbirth/puerp - deliv"	"Gold"
"61173"	"other specified immediate repair of obstetric laceration"	"Gold"
"99889"	"glycosuria during pregnancy - delivered with p/n comp"	"Gold"
"98981"	"genitourinary tract infection in pregnancy with p/n comp"	"Gold"
"2114"	"unspecified puerperal psychosis"	"Gold"
"108039"	"large placenta"	"Gold"
"59601"	"breast engorgement in pregnancy/puerp/lact - del + p/n comp"	"Gold"
"41421"	"maternal care nos"	"Gold"
"15721"	"other obstetric breast infections"	"Gold"
"16017"	"genitourinary tract infection in pregnancy - delivered"	"Gold"
"31375"	"immed repair obstetric laceration vagina and floor of pelvis"	"Gold"
"15065"	"pregnancy vitamin/iron prophyl"	"Gold"
"45439"	"[x]maternal care/oth spcf known or suspected fetal problems"	"Gold"
"66315"	"[x]other specified assisted single delivery"	"Gold"
"91101"	"gestational age nos"	"Gold"
"101566"	"other obstetric breast infection - delivered"	"Gold"
"109465"	"mental disorder during pregnancy - baby not yet delivered"	"Gold"
"23791"	"failed or difficult intubation during labour and delivery"	"Gold"
"99608"	"other operation to facilitate delivery nos"	"Gold"
"2239"	"polyhydramnios - delivered"	"Gold"
"10205"	"advice relating to pregnancy and fertility"	"Gold"
"103154"	"prolonged labour nos"	"Gold"
"24038"	"pregnancy benefits"	"Gold"
"105500"	"other venous complication of pregnancy and puerperium nos"	"Gold"
"99969"	"obstetric trauma nos with postnatal problem"	"Gold"
"41283"	"orthopaedic disorders in pregnancy/childbirth/puerperium"	"Gold"
"68029"	"placenta praevia with haemorrhage nos"	"Gold"
"47116"	"placental localisation scan"	"Gold"
"65243"	"other threatened labour unspecified"	"Gold"
"60255"	"rupture of uterus during and after labour nos"	"Gold"
"98749"	"incision of cervix to facilitate delivery"	"Gold"
"56834"	"polyhydramnios and hydramnios"	"Gold"
"4180"	"postnatal examination normal"	"Gold"
"67333"	"[v]unspecified delivery outcome"	"Gold"
"63379"	"drug dependence during pregnancy - baby delivered"	"Gold"
"59171"	"fetus or neonate affected by transverse lie before labour"	"Gold"
"38871"	"other cervical abnormality in pregnancy/childbirth/puerp"	"Gold"
"73793"	"size of placenta"	"Gold"
"104979"	"obstetric high vaginal laceration nos"	"Gold"
"103787"	"estimated date of delivery by antenatal ultrasound scan"	"Gold"
"94444"	"obstetric inversion of uterus nos"	"Gold"
"25254"	"care relating to reproduction and pregnancy"	"Gold"
"13587"	"postnatal visit nos"	"Gold"
"23691"	"other venereal diseases in pregnancy/childbirth/puerperium"	"Gold"
"65331"	"other vulval/perineal trauma during delivery + p/n problem"	"Gold"
"85204"	"antepartum haemorrhage with uterine leiomyoma - delivered"	"Gold"
"30274"	"low forceps delivery"	"Gold"
"2382"	"u-s obstetric diagn. scan nos"	"Gold"
"115211"	"diameter of retroplacental clot"	"Gold"
"62888"	"puerperal endometritis - delivered with postnatal comp"	"Gold"
"49841"	"placental polyp"	"Gold"
"71742"	"obstetric high vaginal laceration unspecified"	"Gold"
"33480"	"other specified forceps cephalic delivery"	"Gold"
"69101"	"cns comps of anaesthesia during labour and delivery"	"Gold"
"50440"	"biochemical pregnancy"	"Gold"
"71155"	"antepartum haemorrhage with uterine leiomyoma"	"Gold"
"56252"	"[v]other normal pregnancy supervision"	"Gold"
"17317"	"placenta praevia with haemorrhage"	"Gold"
"35190"	"other caesarean delivery nos"	"Gold"
"13430"	"placenta incomplete"	"Gold"
"112629"	"pain relief in labour"	"Gold"
"39175"	"placental infarct"	"Gold"
"31570"	"antenatal care: multip"	"Gold"
"3272"	"other induction of labour nos"	"Gold"
"29556"	"placenta accreta without haemorrhage"	"Gold"
"40710"	"forceps delivery nos"	"Gold"
"21196"	"[v]high-risk pregnancy supervision"	"Gold"
"26712"	"labial tear during delivery"	"Gold"
"25713"	"placenta offensive odour"	"Gold"
"38669"	"placenta u-s scan"	"Gold"
"89154"	"placental vessel observation"	"Gold"
"20826"	"uterine fibroid affecting obstetric care"	"Gold"
"30618"	"unplanned pregnancy"	"Gold"
"37280"	"postpartum haemorrhage nos"	"Gold"
"99968"	"unspecified prolonged labour, unspecified"	"Gold"
"62789"	"fetus/neonate affected by malposition/disproportion-delivery"	"Gold"
"97391"	"premature rupture of membranes with antenatal problem"	"Gold"
"2624"	"fetus or neonate affected by vacuum extraction delivery"	"Gold"
"43327"	"unspecified maternal pyrexia during labour - delivered"	"Gold"
"37245"	"vulval and perineal haematoma during delivery, unspecified"	"Gold"
"10775"	"iron supplement in pregnancy"	"Gold"
"107197"	"maternal syphilis in pregnancy/childbirth/puerperium nos"	"Gold"
