"prodcodeid"	"productname"	"formulation"	"route"	"ingredient"	"strength"	"BNFChapter"	"antihypertensive"
"1128241000033117"	"Prazosin Hydrochloride Starter pack"	"Tablet"	"Oral"	"Prazosin"	NA	NA	"Prazosin"
"1130041000033112"	"Propranolol 80mg modified-release capsules"	"Modified-release capsule"	"Oral"	"Propranolol"	"80.000mg"	"2040000"	"Propranolol"
"1131341000033118"	"Prazosin 500microgram tablets"	"Tablet"	"Oral"	"Prazosin"	"500.000microgram"	"7040100"	"Prazosin"
"1131441000033112"	"Prazosin 1mg tablets"	"Tablet"	"Oral"	"Prazosin"	"1.000mg"	"7040100"	"Prazosin"
"1131541000033113"	"Prazosin 2mg tablets"	"Tablet"	"Oral"	"Prazosin"	"2.000mg"	"7040100"	"Prazosin"
"1131641000033114"	"Prazosin 5mg tablets"	"Tablet"	"Oral"	"Prazosin"	"5.000mg"	"2050400"	"Prazosin"
"1132741000033111"	"Prestim tablets"	"Tablet"	"Oral"	"Bendroflumethiazide/Timolol"	"2.500mg + 10.000mg"	"2040000"	"Bendroflumethiazide/Timolol"
"1135041000033117"	"Propranolol 10mg tablets"	"Tablet"	"Oral"	"Propranolol"	"10.000mg"	"2040000"	"Propranolol"
"1135141000033118"	"Propranolol 160mg tablets"	"Tablet"	"Oral"	"Propranolol"	"160.000mg"	"2040000"	"Propranolol"
"1135241000033113"	"Propranolol 40mg tablets"	"Tablet"	"Oral"	"Propranolol"	"40.000mg"	"2040000"	"Propranolol"
"1135341000033115"	"Propranolol 80mg tablets"	"Tablet"	"Oral"	"Propranolol"	"80.000mg"	"2040000"	"Propranolol"
"1140241000033117"	"Prescal 2.5mg tablets"	"Tablet"	"Oral"	"Isradipine"	"2.500mg"	NA	"Isradipine"
"1149241000033111"	"Quinapril 5mg tablets"	"Tablet"	"Oral"	"Quinapril"	"5.000mg"	"2050501"	"Quinapril"
"1149341000033118"	"Quinapril 10mg tablets"	"Tablet"	"Oral"	"Quinapril"	"10.000mg"	"2050501"	"Quinapril"
"1149441000033112"	"Quinapril 20mg tablets"	"Tablet"	"Oral"	"Quinapril"	"20.000mg"	"2050501"	"Quinapril"
"1149541000033113"	"Quinapril 40mg tablets"	"Tablet"	"Oral"	"Quinapril"	"40.000mg"	"2050501"	"Quinapril"
"1151341000033117"	"Ramipril 1.25mg capsules"	"Capsule"	"Oral"	"Ramipril"	"1.250mg"	"2050501"	"Ramipril"
"1151441000033111"	"Ramipril 2.5mg capsules"	"Capsule"	"Oral"	"Ramipril"	"2.500mg"	"2050501"	"Ramipril"
"1151541000033112"	"Ramipril 5mg capsules"	"Capsule"	"Oral"	"Ramipril"	"5.000mg"	"2050501"	"Ramipril"
"1165041000033114"	"Reserpine Tablets 0.25 mg"	"Tablet"	"Oral"	"Reserpine"	NA	NA	"Reserpine"
"1180941000033115"	"Rogitine 10mg/1ml solution for injection ampoules"	"Solution for injection"	"Intravenous/ Intramuscular"	"Phentolamine"	"10.000mg/1.000ml"	NA	"Phentolamine"
"1268141000033119"	"Sectral 100mg capsules"	"Capsule"	"Oral"	"Acebutolol"	"100.000mg"	"2040000"	"Acebutolol"
"1268241000033114"	"Sectral 200mg capsules"	"Capsule"	"Oral"	"Acebutolol"	"200.000mg"	"2040000"	"Acebutolol"
"1271741000033116"	"Securon IV 5mg/2ml solution for injection ampoules"	"Solution for injection"	"Intravenous"	"Verapamil"	"2.500mg/1.000ml"	"2060200"	"Verapamil"
"1274641000033111"	"Secadrex 200mg/12.5mg tablets"	"Tablet"	"Oral"	"Hydrochlorothiazide/Acebutolol"	"200.000mg + 12.500mg"	NA	"Hydrochlorothiazide/Acebutolol"
"1274741000033119"	"Securon 120mg tablets"	"Tablet"	"Oral"	"Verapamil"	"120.000mg"	NA	"Verapamil"
"1275141000033117"	"Securon SR 240mg tablets"	"Modified-release tablet"	"Oral"	"Verapamil"	"240.000mg"	"2060200"	"Verapamil"
"1278241000033118"	"Sectral 400mg tablets"	"Tablet"	"Oral"	"Acebutolol"	"400.000mg"	"2040000"	"Acebutolol"
"1346441000033111"	"Slozem 120mg capsules"	"Modified-release capsule"	"Oral"	"Diltiazem"	"120.000mg"	"2060200"	"Diltiazem"
"1346541000033112"	"Slozem 180mg capsules"	"Modified-release capsule"	"Oral"	"Diltiazem"	"180.000mg"	"2060200"	"Diltiazem"
"1346641000033113"	"Slozem 240mg capsules"	"Modified-release capsule"	"Oral"	"Diltiazem"	"240.000mg"	"2060200"	"Diltiazem"
"1357141000033115"	"Sodium nitroprusside 50mg powder for solution for infusion vials"	"Powder for solution for infusion"	"Intravenous"	"Sodium nitroprusside"	"50.000mg"	"2050100"	"Sodium nitroprusside"
"1368341000033110"	"Spironolactone Capsules 100 mg"	"Capsule"	"Oral"	"Spironolactone"	NA	NA	"Spironolactone"
"1371041000033112"	"Spironolactone 25mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Spironolactone"	"5.000mg/1.000ml"	NA	"Spironolactone"
"1371141000033111"	"Spironolactone 5mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Spironolactone"	"1.000mg/1.000ml"	NA	"Spironolactone"
"1371241000033116"	"Spironolactone 10mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Spironolactone"	"2.000mg/1.000ml"	NA	"Spironolactone"
"1371341000033114"	"Spironolactone 50mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Spironolactone"	"10.000mg/1.000ml"	NA	"Spironolactone"
"1374141000033113"	"Spironolactone 100mg tablets"	"Tablet"	"Oral"	"Spironolactone"	"100.000mg"	"2020300"	"Spironolactone"
"1374241000033118"	"Spironolactone 25mg tablets"	"Tablet"	"Oral"	"Spironolactone"	"25.000mg"	"2020300"	"Spironolactone"
"1374341000033111"	"Spironolactone 50mg tablets"	"Tablet"	"Oral"	"Spironolactone"	"50.000mg"	"2020300"	"Spironolactone"
"1374541000033116"	"Spirospare 100 tablets"	"Tablet"	"Oral"	"Spironolactone"	"100.000mg"	"2020300"	"Spironolactone"
"1387341000033114"	"Staril 10mg tablets"	"Tablet"	"Oral"	"Fosinopril"	"10.000mg"	NA	"Fosinopril"
"1387441000033115"	"Staril 20mg tablets"	"Tablet"	"Oral"	"Fosinopril"	"20.000mg"	NA	"Fosinopril"
"1406341000033117"	"Tarka modified-release capsules"	"Modified-release capsule"	"Oral"	"Trandolapril/Verapamil"	"2.000mg + 180.000mg"	NA	"Trandolapril/Verapamil"
"1414241000033117"	"Tenben 25mg/1.25mg capsules"	"Capsule"	"Oral"	"Bendroflumethiazide/Atenolol"	"25.000mg + 1.250mg"	NA	"Bendroflumethiazide/Atenolol"
"1414941000033114"	"Tenif 50mg/20mg modified-release capsules"	"Modified-release capsule"	"Oral"	"Nifedipine/Atenolol"	"50.000mg + 20.000mg"	"2040000"	"Nifedipine/Atenolol"
"1420741000033114"	"Tenormin 5mg/10ml solution for injection ampoules"	"Solution for injection"	"Intravenous"	"Atenolol"	"500.000microgram/1.000ml"	"2040000"	"Atenolol"
"1421241000033110"	"Tensipine MR 10 tablets"	"Modified-release tablet"	"Oral"	"Nifedipine"	"10.000mg"	"2060200"	"Nifedipine"
"1421341000033117"	"Tensipine MR 20 tablets"	"Modified-release tablet"	"Oral"	"Nifedipine"	"20.000mg"	"2060200"	"Nifedipine"
"1423641000033114"	"Terazosin 2mg tablets and Terazosin 1mg tablets"	"Not applicable"	"Route of administration not applicable"	"Terazosin"	NA	"2050400"	"Terazosin"
"1423741000033117"	"Terazosin Hydrochloride Starter pack 7 x 1 mg, 7 x 2 mg"	"Tablet"	"Oral"	"Terazosin"	NA	NA	"Terazosin"
"1423841000033110"	"Terazosin Hydrochloride Starter pack 7 x 1 mg, 14 x 2 mg, 7 x 5 mg"	"Tablet"	"Oral"	"Terazosin"	NA	NA	"Terazosin"
"1424541000033110"	"Tenormin 25mg/5ml syrup"	"Oral solution"	"Oral"	"Atenolol"	"5.000mg/1.000ml"	"2040000"	"Atenolol"
"1425341000033119"	"Terazosin 2mg tablets"	"Tablet"	"Oral"	"Terazosin"	"2.000mg"	"7040100"	"Terazosin"
"1425441000033113"	"Tenchlor 50mg/12.5mg tablets"	"Tablet"	"Oral"	"Chlortalidone/Atenolol"	"50.000mg + 12.500mg"	NA	"Chlortalidone/Atenolol"
"1425541000033114"	"Tenchlor 100mg/25mg tablets"	"Tablet"	"Oral"	"Chlortalidone/Atenolol"	"100.000mg + 25.000mg"	NA	"Chlortalidone/Atenolol"
"1426241000033117"	"Tenoret 50mg/12.5mg tablets"	"Tablet"	"Oral"	"Chlortalidone/Atenolol"	"50.000mg + 12.500mg"	"2040000"	"Chlortalidone/Atenolol"
"1426341000033110"	"Tenoretic 100mg/25mg tablets"	"Tablet"	"Oral"	"Chlortalidone/Atenolol"	"100.000mg + 25.000mg"	"2040000"	"Chlortalidone/Atenolol"
"1426441000033116"	"Tenormin 100mg tablets"	"Tablet"	"Oral"	"Atenolol"	"100.000mg"	"2040000"	"Atenolol"
"1426541000033115"	"Tenormin LS 50mg tablets"	"Tablet"	"Oral"	"Atenolol"	"50.000mg"	"2040000"	"Atenolol"
"1428741000033112"	"Tenormin 25mg tablets"	"Tablet"	"Oral"	"Atenolol"	"25.000mg"	"2040000"	"Atenolol"
"1429041000033118"	"Terazosin 10mg tablets"	"Tablet"	"Oral"	"Terazosin"	"10.000mg"	"7040100"	"Terazosin"
"1429141000033119"	"Terazosin 5mg tablets"	"Tablet"	"Oral"	"Terazosin"	"5.000mg"	"7040100"	"Terazosin"
"1438341000033113"	"Timoptol Unit Dose 0.25% ophthalmic solution 0.2ml unit dose"	"Eye drops"	"Ocular"	"Timolol"	"2.500mg/1.000ml"	"11060000"	"Timolol"
"1438441000033119"	"Timoptol Unit Dose 0.5% ophthalmic solution 0.2ml unit dose"	"Eye drops"	"Ocular"	"Timolol"	"5.000mg/1.000ml"	"11060000"	"Timolol"
"1439141000033116"	"Timoptol-LA 0.25% ophthalmic gel-forming solution"	"Eye gel"	"Ocular"	"Timolol"	"2.500mg/1.000ml"	"11060000"	"Timolol"
"1439241000033111"	"Timoptol-LA 0.5% ophthalmic gel-forming solution"	"Eye gel"	"Ocular"	"Timolol"	"5.000mg/1.000ml"	"11060000"	"Timolol"
"1439341000033118"	"Timolol 0.25% eye gel"	"Eye gel"	"Ocular"	"Timolol"	"2.500mg/1.000ml"	"11060000"	"Timolol"
"1439441000033112"	"Timolol 0.5% eye gel"	"Eye gel"	"Ocular"	"Timolol"	"5.000mg/1.000ml"	"11060000"	"Timolol"
"1441741000033119"	"Tildiem LA 300 capsules"	"Modified-release capsule"	"Oral"	"Diltiazem"	"300.000mg"	"2060200"	"Diltiazem"
"1441841000033112"	"Tildiem LA 200 capsules"	"Modified-release capsule"	"Oral"	"Diltiazem"	"200.000mg"	"2060200"	"Diltiazem"
"1442741000033113"	"Tildiem Retard 120mg tablets"	"Modified-release tablet"	"Oral"	"Diltiazem"	"120.000mg"	"2060200"	"Diltiazem"
"1442841000033115"	"Tildiem Retard 90mg tablets"	"Modified-release tablet"	"Oral"	"Diltiazem"	"90.000mg"	"2060200"	"Diltiazem"
"1443841000033113"	"Tildiem 60mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Diltiazem"	"60.000mg"	"2060200"	"Diltiazem"
"1444541000033113"	"Timolol 10mg tablets"	"Tablet"	"Oral"	"Timolol"	"10.000mg"	"2040000"	"Timolol"
"1453941000033115"	"Trandolapril 1mg capsules"	"Capsule"	"Oral"	"Trandolapril"	"1.000mg"	"2050501"	"Trandolapril"
"1454041000033118"	"Trandolapril 2mg capsules"	"Capsule"	"Oral"	"Trandolapril"	"2.000mg"	"2050501"	"Trandolapril"
"1454141000033119"	"Trandolapril 500microgram capsules"	"Capsule"	"Oral"	"Trandolapril"	"500.000microgram"	"2050501"	"Trandolapril"
"1455341000033115"	"Triamterene 50mg capsules"	"Capsule"	"Oral"	"Triamterene"	"50.000mg"	"2020300"	"Triamterene"
"1455541000033110"	"Tritace 1.25mg capsules"	"Capsule"	"Oral"	"Ramipril"	"1.250mg"	"2050501"	"Ramipril"
"1455641000033111"	"Tritace 2.5mg capsules"	"Capsule"	"Oral"	"Ramipril"	"2.500mg"	"2050501"	"Ramipril"
"1455741000033119"	"Tritace 5mg capsules"	"Capsule"	"Oral"	"Ramipril"	"5.000mg"	"2050501"	"Ramipril"
"1468141000033118"	"Triamaxco 50mg/25mg tablets"	"Tablet"	"Oral"	"Hydrochlorothiazide/Triamterene"	"25.000mg + 50.000mg"	"2020400"	"Hydrochlorothiazide/Triamterene"
"1469941000033114"	"Trasidrex modified-release tablets"	"Modified-release tablet"	"Oral"	"Cyclopenthiazide"	"250.000microgram + 160.000mg"	NA	"Cyclopenthiazide"
"1470341000033112"	"Triam-Co 50mg/25mg tablets"	"Tablet"	"Oral"	"Hydrochlorothiazide/Triamterene"	"25.000mg + 50.000mg"	"2020400"	"Hydrochlorothiazide/Triamterene"
"1489541000033117"	"Univer 120mg modified-release capsules"	"Modified-release capsule"	"Oral"	"Verapamil"	"120.000mg"	"2060200"	"Verapamil"
"1489641000033116"	"Univer 180mg modified-release capsules"	"Modified-release capsule"	"Oral"	"Verapamil"	"180.000mg"	"2060200"	"Verapamil"
"1489741000033113"	"Univer 240mg modified-release capsules"	"Modified-release capsule"	"Oral"	"Verapamil"	"240.000mg"	"2060200"	"Verapamil"
"1495441000033116"	"Urizide 5mg tablets"	"Tablet"	"Oral"	"Bendroflumethiazide"	"5.000mg"	NA	"Bendroflumethiazide"
"1498241000033111"	"Valsartan 160mg capsules"	"Capsule"	"Oral"	"Valsartan"	"160.000mg"	"2050502"	"Valsartan"
"1498341000033118"	"Valsartan 40mg capsules"	"Capsule"	"Oral"	"Valsartan"	"40.000mg"	"2050502"	"Valsartan"
"1498441000033112"	"Valsartan 80mg capsules"	"Capsule"	"Oral"	"Valsartan"	"80.000mg"	"2050502"	"Valsartan"
"1503441000033113"	"Vascace 5mg tablets"	"Tablet"	"Oral"	"Cilazapril"	"5.000mg"	NA	"Cilazapril"
"1504641000033112"	"Vascace 1mg tablets"	"Tablet"	"Oral"	"Cilazapril"	"1.000mg"	NA	"Cilazapril"
"1504741000033115"	"Vascace 2.5mg tablets"	"Tablet"	"Oral"	"Cilazapril"	"2.500mg"	NA	"Cilazapril"
"1504941000033117"	"Vascace 500microgram tablets"	"Tablet"	"Oral"	"Cilazapril"	"500.000microgram"	NA	"Cilazapril"
"1508641000033116"	"Verapamil Hydrochloride Injection 2.5 mg/ml"	"Solution for injection"	"Intramuscular"	"Verapamil"	NA	NA	"Verapamil"
"1509041000033119"	"Verapamil 120mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Verapamil"	"120.000mg"	"2060200"	"Verapamil"
"1509141000033115"	"Verapamil 240mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Verapamil"	"240.000mg"	"2060200"	"Verapamil"
"1509841000033114"	"Verapamil 40mg/5ml oral solution sugar free"	"Oral solution"	"Oral"	"Verapamil"	"8.000mg/1.000ml"	"2060200"	"Verapamil"
"1511141000033118"	"Verapamil 120mg modified-release capsules"	"Modified-release capsule"	"Oral"	"Verapamil"	"120.000mg"	"2060200"	"Verapamil"
"1511241000033113"	"Verapamil 180mg modified-release capsules"	"Modified-release capsule"	"Oral"	"Verapamil"	"180.000mg"	"2060200"	"Verapamil"
"1511341000033115"	"Verapamil 240mg modified-release capsules"	"Modified-release capsule"	"Oral"	"Verapamil"	"240.000mg"	"2060200"	"Verapamil"
"1511741000033119"	"Verapamil Hydrochloride M/R capsules 240 mg"	"Capsule"	"Oral"	"Verapamil"	NA	NA	"Verapamil"
"1512941000033111"	"Verapamil 120mg tablets"	"Tablet"	"Oral"	"Verapamil"	"120.000mg"	"2060200"	"Verapamil"
"1513041000033118"	"Verapamil Hydrochloride Tablets 240 mg"	"Tablet"	"Oral"	"Verapamil"	NA	NA	"Verapamil"
"1513141000033119"	"Verapamil 160mg tablets"	"Tablet"	"Oral"	"Verapamil"	"160.000mg"	"2060200"	"Verapamil"
"1513241000033114"	"Verapamil 40mg tablets"	"Tablet"	"Oral"	"Verapamil"	"40.000mg"	"2060200"	"Verapamil"
"1513341000033116"	"Verapamil 80mg tablets"	"Tablet"	"Oral"	"Verapamil"	"80.000mg"	"2060200"	"Verapamil"
"1520141000033118"	"Viazem XL 120mg capsules"	"Modified-release capsule"	"Oral"	"Diltiazem"	"120.000mg"	"2060200"	"Diltiazem"
"1520241000033113"	"Viazem XL 180mg capsules"	"Modified-release capsule"	"Oral"	"Diltiazem"	"180.000mg"	"2060200"	"Diltiazem"
"1520341000033115"	"Viazem XL 240mg capsules"	"Modified-release capsule"	"Oral"	"Diltiazem"	"240.000mg"	"2060200"	"Diltiazem"
"1520441000033114"	"Viazem XL 300mg capsules"	"Modified-release capsule"	"Oral"	"Diltiazem"	"300.000mg"	"2060200"	"Diltiazem"
"1520541000033110"	"Viazem XL 360mg capsules"	"Modified-release capsule"	"Oral"	"Diltiazem"	"360.000mg"	"2060200"	"Diltiazem"
"1523941000033114"	"Viskaldix tablets"	"Tablet"	"Oral"	"Pindolol"	"5.000mg + 10.000mg"	"2040000"	"Pindolol"
"1524041000033111"	"Visken 5mg tablets"	"Tablet"	"Oral"	"Pindolol"	"5.000mg"	"2040000"	"Pindolol"
"1525141000033111"	"Visken 15mg tablets"	"Tablet"	"Oral"	"Pindolol"	"15.000mg"	"2040000"	"Pindolol"
"1543941000033111"	"Xipamide 20mg tablets"	"Tablet"	"Oral"	"Xipamide"	"20.000mg"	"2020100"	"Xipamide"
"1550841000033111"	"Zanidip 10mg tablets"	"Tablet"	"Oral"	"Lercanidipine"	"10.000mg"	"2060200"	"Lercanidipine"
"1551841000033118"	"Zestoretic 10 tablets"	"Tablet"	"Oral"	"Hydrochlorothiazide/Lisinopril"	"12.500mg + 10.000mg"	"2050501"	"Hydrochlorothiazide/Lisinopril"
"1551941000033114"	"Zestril 10mg tablets"	"Tablet"	"Oral"	"Lisinopril"	"10.000mg"	"2050501"	"Lisinopril"
"1552041000033115"	"Zestril 2.5mg tablets"	"Tablet"	"Oral"	"Lisinopril"	"2.500mg"	"2050501"	"Lisinopril"
"1552141000033116"	"Zestril 20mg tablets"	"Tablet"	"Oral"	"Lisinopril"	"20.000mg"	"2050501"	"Lisinopril"
"1552241000033111"	"Zestril 5mg tablets"	"Tablet"	"Oral"	"Lisinopril"	"5.000mg"	"2050501"	"Lisinopril"
"1552341000033118"	"Zestoretic 20 tablets"	"Tablet"	"Oral"	"Hydrochlorothiazide/Lisinopril"	"12.500mg + 20.000mg"	"2050501"	"Hydrochlorothiazide/Lisinopril"
"1570441000033110"	"Angitil XL 240 capsules"	"Modified-release capsule"	"Oral"	"Diltiazem"	"240.000mg"	"2060200"	"Diltiazem"
"1570541000033111"	"Angitil XL 300 capsules"	"Modified-release capsule"	"Oral"	"Diltiazem"	"300.000mg"	"2060200"	"Diltiazem"
"1580841000033116"	"Cardilate MR 10mg tablets"	"Modified-release tablet"	"Oral"	"Nifedipine"	"10.000mg"	NA	"Nifedipine"
"1602341000033116"	"Dilcardia SR 120mg capsules"	"Modified-release capsule"	"Oral"	"Diltiazem"	"120.000mg"	"2060200"	"Diltiazem"
"1602441000033110"	"Dilcardia SR 60mg capsules"	"Modified-release capsule"	"Oral"	"Diltiazem"	"60.000mg"	"2060200"	"Diltiazem"
"1602541000033111"	"Dilcardia SR 90mg capsules"	"Modified-release capsule"	"Oral"	"Diltiazem"	"90.000mg"	"2060200"	"Diltiazem"
"1611441000033117"	"Froop Co 5mg/40mg tablets"	"Tablet"	"Oral"	"Amiloride"	"5.000mg + 40.000mg"	"2020400"	"Amiloride"
"1618441000033111"	"Hydralazine Hydrochloride Tablets 12.5 mg"	"Tablet"	"Oral"	"Hydralazine"	NA	NA	"Hydralazine"
"1619941000033111"	"Invicorp 1 solution for injection"	"Solution for injection"	"Intracavernous"	"Phentolamine"	"71.430microgram/1.000ml + 2.860mg/1.000ml"	NA	"Phentolamine"
"1620041000033114"	"Invicorp 2 solution for injection"	"Solution for injection"	"Intracavernous"	"Phentolamine"	"71.430microgram/1.000ml + 5.710mg/1.000ml"	NA	"Phentolamine"
"1622041000033110"	"Kaplon 12.5mg tablets"	"Tablet"	"Oral"	"Captopril"	"12.500mg"	"2050501"	"Captopril"
"1622141000033114"	"Kaplon 25mg tablets"	"Tablet"	"Oral"	"Captopril"	"25.000mg"	"2050501"	"Captopril"
"1622241000033119"	"Kaplon 50mg tablets"	"Tablet"	"Oral"	"Captopril"	"50.000mg"	"2050501"	"Captopril"
"1661641000033116"	"Optil 60mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Diltiazem"	"60.000mg"	"2060200"	"Diltiazem"
"1697641000033111"	"Slofedipine 20mg tablets"	"Modified-release tablet"	"Oral"	"Nifedipine"	"20.000mg"	NA	"Nifedipine"
"1724941000033113"	"Coracten XL 30mg capsules"	"Modified-release capsule"	"Oral"	"Nifedipine"	"30.000mg"	"2060200"	"Nifedipine"
"1725041000033113"	"Coracten XL 60mg capsules"	"Modified-release capsule"	"Oral"	"Nifedipine"	"60.000mg"	"2060200"	"Nifedipine"
"1739741000033112"	"Imidapril 10mg tablets"	"Tablet"	"Oral"	"Imidapril"	"10.000mg"	"2050501"	"Imidapril"
"1739841000033119"	"Imidapril 5mg tablets"	"Tablet"	"Oral"	"Imidapril"	"5.000mg"	"2050501"	"Imidapril"
"1745041000033110"	"Nifedipress MR 10 tablets"	"Modified-release tablet"	"Oral"	"Nifedipine"	"10.000mg"	"2060200"	"Nifedipine"
"1745141000033114"	"Nifedipress MR 20 tablets"	"Modified-release tablet"	"Oral"	"Nifedipine"	"20.000mg"	NA	"Nifedipine"
"1750241000033113"	"Propranolol 40mg/5ml oral solution"	"Oral solution"	"Oral"	"Propranolol"	"8.000mg/1.000ml"	NA	"Propranolol"
"1752941000033115"	"Slofedipine XL 30mg tablets"	"Modified-release tablet"	"Oral"	"Nifedipine"	"30.000mg"	NA	"Nifedipine"
"1753041000033113"	"Slofedipine XL 60 tablets"	"Modified-release tablet"	"Oral"	"Nifedipine"	"60.000mg"	NA	"Nifedipine"
"1753841000033118"	"Tanatril 10mg tablets"	"Tablet"	"Oral"	"Imidapril"	"10.000mg"	"2050501"	"Imidapril"
"1753941000033114"	"Tanatril 5mg tablets"	"Tablet"	"Oral"	"Imidapril"	"5.000mg"	"2050501"	"Imidapril"
"1754841000033116"	"Vertab SR 240 tablets"	"Modified-release tablet"	"Oral"	"Verapamil"	"240.000mg"	"2060200"	"Verapamil"
"1766341000033113"	"Adalat LA 20mg tablets"	"Modified-release tablet"	"Oral"	"Nifedipine"	"20.000mg"	"2060200"	"Nifedipine"
"1769841000033111"	"Ramipril 10mg capsules"	"Capsule"	"Oral"	"Ramipril"	"10.000mg"	"2050501"	"Ramipril"
"1769941000033115"	"Tritace 10mg capsules"	"Capsule"	"Oral"	"Ramipril"	"10.000mg"	"2050501"	"Ramipril"
"1778741000033118"	"Nifedipine 30mg modified-release capsules"	"Modified-release capsule"	"Oral"	"Nifedipine"	"30.000mg"	"2060200"	"Nifedipine"
"1778841000033111"	"Nifedipine 60mg modified-release capsules"	"Modified-release capsule"	"Oral"	"Nifedipine"	"60.000mg"	"2060200"	"Nifedipine"
"1800341000033113"	"Diltiazem 360mg modified-release capsules"	"Modified-release capsule"	"Oral"	"Diltiazem"	"360.000mg"	"2060200"	"Diltiazem"
"1833041000033110"	"Zemtard 120 XL capsules"	"Modified-release capsule"	"Oral"	"Diltiazem"	"120.000mg"	"2060200"	"Diltiazem"
"1833141000033114"	"Zemtard 180 XL capsules"	"Modified-release capsule"	"Oral"	"Diltiazem"	"180.000mg"	"2060200"	"Diltiazem"
"1833241000033119"	"Zemtard 240 XL capsules"	"Modified-release capsule"	"Oral"	"Diltiazem"	"240.000mg"	"2060200"	"Diltiazem"
"1833341000033112"	"Zemtard 300 XL capsules"	"Modified-release capsule"	"Oral"	"Diltiazem"	"300.000mg"	"2060200"	"Diltiazem"
"1833541000033117"	"Verapress MR 240mg tablets"	"Modified-release tablet"	"Oral"	"Verapamil"	"240.000mg"	"2060200"	"Verapamil"
"1834341000033110"	"Triapin 5mg/5mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Felodipine/Ramipril"	"5.000mg + 5.000mg"	"2050501"	"Felodipine/Ramipril"
"1845641000033119"	"Amiloride 5mg / Bumetanide 1mg tablets"	"Tablet"	"Oral"	"Amiloride"	"5.000mg + 1.000mg"	"2020400"	"Amiloride"
"1849541000033118"	"Telmisartan 40mg tablets"	"Tablet"	"Oral"	"Telmisartan"	"40.000mg"	"2050502"	"Telmisartan"
"1849641000033117"	"Telmisartan 80mg tablets"	"Tablet"	"Oral"	"Telmisartan"	"80.000mg"	"2050502"	"Telmisartan"
"1849741000033114"	"Micardis 40mg tablets"	"Tablet"	"Oral"	"Telmisartan"	"40.000mg"	"2050502"	"Telmisartan"
"1849841000033116"	"Micardis 80mg tablets"	"Tablet"	"Oral"	"Telmisartan"	"80.000mg"	"2050502"	"Telmisartan"
"1893141000033119"	"Co-zidocapt 12.5mg/25mg tablets"	"Tablet"	"Oral"	"Captopril/Hydrochlorothiazide"	"25.000mg + 12.500mg"	"2050501"	"Captopril/Hydrochlorothiazide"
"1893241000033114"	"Co-zidocapt 25mg/50mg tablets"	"Tablet"	"Oral"	"Captopril/Hydrochlorothiazide"	"50.000mg + 25.000mg"	"2050501"	"Captopril/Hydrochlorothiazide"
"1903541000033116"	"Amiloride 2.5mg / Cyclopenthiazide 250microgram tablets"	"Tablet"	"Oral"	"Cyclopenthiazide/Amiloride"	"2.500mg + 250.000microgram"	"2020400"	"Cyclopenthiazide/Amiloride"
"1918641000033112"	"Pralenal 2.5 tablets"	"Tablet"	"Oral"	"Enalapril"	"2.500mg"	"2050501"	"Enalapril"
"1918741000033115"	"Pralenal 5 tablets"	"Tablet"	"Oral"	"Enalapril"	"5.000mg"	"2050501"	"Enalapril"
"1918841000033113"	"Pralenal 10 tablets"	"Tablet"	"Oral"	"Enalapril"	"10.000mg"	"2050501"	"Enalapril"
"1918941000033117"	"Pralenal 20 tablets"	"Tablet"	"Oral"	"Enalapril"	"20.000mg"	"2050501"	"Enalapril"
"2011541000033114"	"Spironolactone 100mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Spironolactone"	"20.000mg/1.000ml"	NA	"Spironolactone"
"2036341000033115"	"Eprosartan 300mg tablets"	"Tablet"	"Oral"	"Eprosartan"	"300.000mg"	"2050502"	"Eprosartan"
"2036441000033114"	"Eprosartan 400mg tablets"	"Tablet"	"Oral"	"Eprosartan"	"400.000mg"	"2050502"	"Eprosartan"
"2036541000033110"	"Eprosartan 600mg tablets"	"Tablet"	"Oral"	"Eprosartan"	"600.000mg"	"2050502"	"Eprosartan"
"2040841000033113"	"Teveten 300mg tablets"	"Tablet"	"Oral"	"Eprosartan"	"300.000mg"	"2050502"	"Eprosartan"
"2040941000033117"	"Teveten 400mg tablets"	"Tablet"	"Oral"	"Eprosartan"	"400.000mg"	"2050502"	"Eprosartan"
"2041041000033110"	"Teveten 600mg tablets"	"Tablet"	"Oral"	"Eprosartan"	"600.000mg"	"2050502"	"Eprosartan"
"2051241000033116"	"Coroday MR 20mg tablets"	"Modified-release tablet"	"Oral"	"Nifedipine"	"20.000mg"	NA	"Nifedipine"
"2101641000033119"	"Amilamont 5mg/5ml oral solution sugar free"	"Oral solution"	"Oral"	"Amiloride"	"1.000mg/1.000ml"	"2020300"	"Amiloride"
"2129041000033118"	"Cordilox MR 240mg tablets"	"Modified-release tablet"	"Oral"	"Verapamil"	"240.000mg"	"2060200"	"Verapamil"
