"prodcode"	"productname"	"ingredient"	"strength"	"formulation"	"route"	"bnfcode"	"antihypertensive"
"49164"	"Ramipril 10mg capsules (Actavis UK Ltd)"	"Ramipril"	"10mg"	"Capsule"	"Oral"	"02050501"	"Ramipril"
"49237"	"Diltiazem 0.2% cream"	"Diltiazem"	"2mg/1gram"	"Cream"	"Transdermal"	"01070000/02060200"	"Diltiazem"
"49289"	"Diltiazem 120mg modified-release capsules (Alliance Healthcare (Distribution) Ltd)"	"Diltiazem"	"120mg"	"Modified-release capsule"	"Oral"	"02060200"	"Diltiazem"
"49338"	"Nifedipine 20mg modified-release tablets (Alliance Healthcare (Distribution) Ltd)"	"Nifedipine"	"20mg"	"Modified-release tablet"	"Oral"	"02060200"	"Nifedipine"
"49388"	"Spironolactone 100mg/5ml oral suspension"	"Spironolactone"	"20mg/1ml"	"Oral suspension"	"Oral"	"02020300"	"Spironolactone"
"49390"	"Diltiazem 90mg modified-release tablets (Alliance Healthcare (Distribution) Ltd)"	"Diltiazem"	"90mg"	"Modified-release tablet"	"Oral"	"02060200"	"Diltiazem"
"49491"	"Perindopril erbumine 2mg tablets (Consilient Health Ltd)"	"Perindopril"	"2mg"	"Tablet"	"Oral"	"02050501"	"Perindopril"
"49492"	"Losartan 25mg tablets (Mylan)"	"Losartan"	"25mg"	"Tablet"	"Oral"	"02050502"	"Losartan"
"49500"	"Diltiazem 2% ointment (Drug Tariff Special Order)"	"Diltiazem"	"20mg/1gram"	"Ointment"	"Transdermal"	"01070000/02060200"	"Diltiazem"
"49529"	"Indapamide 2.5mg tablets (Phoenix Healthcare Distribution Ltd)"	"Indapamide"	"2.5mg"	"Tablet"	"Oral"	"02020100"	"Indapamide"
"49588"	"Losartan 100mg tablets (A A H Pharmaceuticals Ltd)"	"Losartan"	"100mg"	"Tablet"	"Oral"	"02050502"	"Losartan"
"49636"	"Amlodipine 10mg tablets (DE Pharmaceuticals)"	"Amlodipine"	"10mg"	"Tablet"	"Oral"	"02060200"	"Amlodipine"
"49684"	"Clonidine 100micrograms/24hours transdermal patches"	"Clonidine"	"100microgram/24hour"	"Transdermal patch"	"Transdermal"	"02050200"	"Clonidine"
"49752"	"Metolazone 2.5mg/5ml oral solution"	"Metolazone"	"500microgram/1ml"	"Oral solution"	"Oral"	"02020100"	"Metolazone"
"49762"	"Nifedipine 10mg modified-release tablets (Alliance Healthcare (Distribution) Ltd)"	"Nifedipine"	"10mg"	"Modified-release tablet"	"Oral"	"02060200"	"Nifedipine"
"49863"	"Propranolol 5mg/5ml oral solution sugar free"	"Propranolol"	"1mg/1ml"	"Oral solution"	"Oral"	"02040000/04070402/04090300/06020200"	"Propranolol"
"49953"	"Atenolol 25mg tablets (Bristol Laboratories Ltd)"	"Atenolol"	"25mg"	"Tablet"	"Oral"	"02040000"	"Atenolol"
"50079"	"Spironolactone 10mg/5ml oral suspension"	"Spironolactone"	"2mg/1ml"	"Oral suspension"	"Oral"	"02020300"	"Spironolactone"
"50185"	"Candesartan 8mg tablets (Teva UK Ltd)"	"Candesartan"	"8mg"	"Tablet"	"Oral"	"02050502"	"Candesartan"
"50334"	"Enalapril 4mg/5ml oral suspension"	"Enalapril"	"800microgram/1ml"	"Oral suspension"	"Oral"	"02050501"	"Enalapril"
"50347"	"Coversyl Arginine 5mg tablets (Waymade Healthcare Plc)"	"Perindopril"	"5mg"	"Tablet"	"Oral"	"02050501"	"Perindopril"
"50370"	"Spironolactone 5mg/5ml oral suspension"	"Spironolactone"	"1mg/1ml"	"Oral suspension"	"Oral"	"02020300"	"Spironolactone"
"50402"	"Perindopril 2mg Tablet (Servier Laboratories Ltd)"	"Perindopril"	"2mg"	"Tablet"	"Oral"	"02050501"	"Perindopril"
"50467"	"Doxazosin 2mg tablets (Alliance Healthcare (Distribution) Ltd)"	"Doxazosin"	"2mg"	"Tablet"	"Oral"	"02050400/07040150"	"Doxazosin"
"50509"	"Ramipril 10mg/5ml oral solution"	"Ramipril"	"2mg/1ml"	"Oral solution"	"Oral"	"02050501"	"Ramipril"
"50607"	"Perindopril arginine 2mg with Indapamide 625 micrograms tablet"	"Indapamide/Perindopril"	NA	"Tablet"	"Oral"	"02020100/02050501"	"Indapamide/Perindopril"
"50702"	"Atenolol 25mg tablets (Alliance Healthcare (Distribution) Ltd)"	"Atenolol"	"25mg"	"Tablet"	"Oral"	"02040000"	"Atenolol"
"50780"	"Enalapril 2mg/5ml oral solution"	"Enalapril"	"400microgram/1ml"	"Oral solution"	"Oral"	"02050501"	"Enalapril"
"50863"	"Enalapril 5mg/5ml oral solution (Drug Tariff Special Order)"	"Enalapril"	"1mg/1ml"	"Oral solution"	"Oral"	"02050501"	"Enalapril"
"50971"	"Losartan 25mg tablets (A A H Pharmaceuticals Ltd)"	"Losartan"	"25mg"	"Tablet"	"Oral"	"02050502"	"Losartan"
"51018"	"Diazoxide 50mg/5ml oral solution"	"Diazoxide"	"10mg/1ml"	"Oral solution"	"Oral"	"06010400"	"Diazoxide"
"51117"	"Candesartan 8mg tablets (DE Pharmaceuticals)"	"Candesartan"	"8mg"	"Tablet"	"Oral"	"02050502"	"Candesartan"
"51186"	"Losartan 25mg tablets (Arrow Generics Ltd)"	"Losartan"	"25mg"	"Tablet"	"Oral"	"02050502"	"Losartan"
"51258"	"Coversyl Arginine Plus 5mg/1.25mg tablets (DE Pharmaceuticals)"	"Indapamide/Perindopril"	"5mg + 1.25mg"	"Tablet"	"Oral"	"02020100/02050501"	"Indapamide/Perindopril"
"51261"	"Tildiem Retard 120mg tablets (Mawdsley-Brooks & Company Ltd)"	"Diltiazem"	"120mg"	"Modified-release tablet"	"Oral"	"02060200"	"Diltiazem"
"51328"	"Iloprost 50micrograms/0.5ml solution for infusion ampoules"	"Iloprost"	"100microgram/1ml"	"Solution for infusion"	"Intravenous"	"02050100"	"Iloprost"
"51368"	"Azilsartan medoxomil 80mg tablets"	"Azilsartan"	"80mg"	"Tablet"	"Oral"	"02050502"	"Azilsartan"
"51433"	"Lisinopril 20mg tablets (Tillomed Laboratories Ltd)"	"Lisinopril"	"20mg"	"Tablet"	"Oral"	"02050501"	"Lisinopril"
"51447"	"Metoprolol 12.5mg/5ml oral suspension"	"Metoprolol"	"2.5mg/1ml"	"Oral suspension"	"Oral"	"02040000/04070402"	"Metoprolol"
"51461"	"Securon SR 240mg tablets (Waymade Healthcare Plc)"	"Verapamil"	"240mg"	"Modified-release tablet"	"Oral"	"02060200"	"Verapamil"
"51489"	"Anoheal 2% cream (S.L.A. Pharma (UK) Ltd)"	"Diltiazem"	"20mg/1gram"	"Cream"	"Transdermal"	"01070000/02060200"	"Diltiazem"
"51519"	"Candesartan 8mg tablets (A A H Pharmaceuticals Ltd)"	"Candesartan"	"8mg"	"Tablet"	"Oral"	"02050502"	"Candesartan"
"51601"	"Losartan 50mg tablets (Actavis UK Ltd)"	"Losartan"	"50mg"	"Tablet"	"Oral"	"02050502"	"Losartan"
"51643"	"Atenolol 25mg/5ml oral solution sugar free (Alliance Healthcare (Distribution) Ltd)"	"Atenolol"	"5mg/1ml"	"Oral solution"	"Oral"	"02040000"	"Atenolol"
"51647"	"Candesartan 4mg tablets (Mawdsley-Brooks & Company Ltd)"	"Candesartan"	"4mg"	"Tablet"	"Oral"	"02050502"	"Candesartan"
"51652"	"Spironolactone 25mg tablets (DE Pharmaceuticals)"	"Spironolactone"	"25mg"	"Tablet"	"Oral"	"02020300"	"Spironolactone"
"51685"	"Doxazosin 4mg tablets (Actavis UK Ltd)"	"Doxazosin"	"4mg"	"Tablet"	"Oral"	"02050400/07040150"	"Doxazosin"
"51701"	"Ramipril 5mg capsules (Bristol Laboratories Ltd)"	"Ramipril"	"5mg"	"Capsule"	"Oral"	"02050501"	"Ramipril"
"51714"	"Ramipril 2.5mg capsules (Alliance Healthcare (Distribution) Ltd)"	"Ramipril"	"2.5mg"	"Capsule"	"Oral"	"02050501"	"Ramipril"
"51720"	"Spironolactone 25mg/5ml oral solution"	"Spironolactone"	"5mg/1ml"	"Oral solution"	"Oral"	"02020300"	"Spironolactone"
"51807"	"Coversyl Arginine 5mg tablets (DE Pharmaceuticals)"	"Perindopril"	"5mg"	"Tablet"	"Oral"	"02050501"	"Perindopril"
"51897"	"Edarbi 20mg tablets (Takeda UK Ltd)"	"Azilsartan"	"20mg"	"Tablet"	"Oral"	"02050502"	"Azilsartan"
"51917"	"Adalat LA 60 tablets (Sigma Pharmaceuticals Plc)"	"Nifedipine"	"60mg"	"Modified-release tablet"	"Oral"	"02060200"	"Nifedipine"
"51933"	"Spironolactone 50mg/5ml oral solution"	"Spironolactone"	"10mg/1ml"	"Oral solution"	"Oral"	"02020300"	"Spironolactone"
"51998"	"Atenolol 25mg tablets (Strides Shasun (UK) Ltd)"	"Atenolol"	"25mg"	"Tablet"	"Oral"	"02040000"	"Atenolol"
"52010"	"Enalapril 10mg tablets (Alliance Healthcare (Distribution) Ltd)"	"Enalapril"	"10mg"	"Tablet"	"Oral"	"02050501"	"Enalapril"
"52017"	"Adalat LA 30 tablets (Mawdsley-Brooks & Company Ltd)"	"Nifedipine"	"30mg"	"Modified-release tablet"	"Oral"	"02060200"	"Nifedipine"
"52088"	"Lisinopril 5mg tablets (Phoenix Healthcare Distribution Ltd)"	"Lisinopril"	"5mg"	"Tablet"	"Oral"	"02050501"	"Lisinopril"
"52136"	"Bedranol sr 160mg Capsule (Lagap)"	"Propranolol"	"160mg"	"Modified-release capsule"	"Oral"	"02040000/04070402"	"Propranolol"
"52145"	"Cyclopenthiazide 0.25mg with oxprenolol 160mg modified-release tablets"	"Cyclopenthiazide"	NA	"Tablet"	"Oral"	"02020100/02040000"	"Cyclopenthiazide"
"52189"	"Losartan 100mg / Hydrochlorothiazide 25mg tablets (A A H Pharmaceuticals Ltd)"	"Hydrochlorothiazide/Losartan"	"100mg + 25mg"	"Tablet"	"Oral"	"02050504"	"Hydrochlorothiazide/Losartan"
"52197"	"Ramipril 5mg capsules (Sigma Pharmaceuticals Plc)"	"Ramipril"	"5mg"	"Capsule"	"Oral"	"02050501"	"Ramipril"
"52208"	"Candesartan 16mg tablets (A A H Pharmaceuticals Ltd)"	"Candesartan"	"16mg"	"Tablet"	"Oral"	"02050502"	"Candesartan"
"52276"	"Adizem-XL 180mg capsules (DE Pharmaceuticals)"	"Diltiazem"	"180mg"	"Modified-release capsule"	"Oral"	"02060200"	"Diltiazem"
"52293"	"Captopril 2mg capsules"	"Captopril"	"2mg"	"Capsule"	"Oral"	"02050501"	"Captopril"
"52310"	"Atenolol 25mg tablets (Crescent Pharma Ltd)"	"Atenolol"	"25mg"	"Tablet"	"Oral"	"02040000"	"Atenolol"
"52366"	"Spironolactone 5mg/5ml oral solution"	"Spironolactone"	"1mg/1ml"	"Oral solution"	"Oral"	"02020300"	"Spironolactone"
"52399"	"Ramipril 1.25mg capsules (Kent Pharmaceuticals Ltd)"	"Ramipril"	"1.25mg"	"Capsule"	"Oral"	"02050501"	"Ramipril"
"52407"	"Ramipril 10mg capsules (Kent Pharmaceuticals Ltd)"	"Ramipril"	"10mg"	"Capsule"	"Oral"	"02050501"	"Ramipril"
"52427"	"Cozaar 100mg tablets (Necessity Supplies Ltd)"	"Losartan"	"100mg"	"Tablet"	"Oral"	"02050502"	"Losartan"
"52440"	"Amlodipine 10mg/5ml oral solution"	"Amlodipine"	"2mg/1ml"	"Oral solution"	"Oral"	"02060200"	"Amlodipine"
"52499"	"Captopril 25mg/5ml oral solution"	"Captopril"	"5mg/1ml"	"Oral solution"	"Oral"	"02050501"	"Captopril"
"52500"	"Atenolol 50mg tablets (Almus Pharmaceuticals Ltd)"	"Atenolol"	"50mg"	"Tablet"	"Oral"	"02040000"	"Atenolol"
"52555"	"Clonidine 50micrograms/5ml oral solution"	"Clonidine"	"10microgram/1ml"	"Oral solution"	"Oral"	"02050200/04070402/06040101"	"Clonidine"
"52559"	"Candesartan 8mg tablets (Zentiva)"	"Candesartan"	"8mg"	"Tablet"	"Oral"	"02050502"	"Candesartan"
"52609"	"Inderal LA 160mg capsules (Sigma Pharmaceuticals Plc)"	"Propranolol"	"160mg"	"Modified-release capsule"	"Oral"	"02040000/04070402/04090300/06020200"	"Propranolol"
"52658"	"Losartan 100mg/5ml oral suspension"	"Losartan"	"20mg/1ml"	"Oral suspension"	"Oral"	"02050502"	"Losartan"
"52659"	"Losartan 50mg/5ml oral solution"	"Losartan"	"10mg/1ml"	"Oral solution"	"Oral"	"02050502"	"Losartan"
"52701"	"Tildiem LA 200 capsules (Mawdsley-Brooks & Company Ltd)"	"Diltiazem"	"200mg"	"Modified-release capsule"	"Oral"	"02060200"	"Diltiazem"
"52728"	"Beta-Adalat modified-release capsules (Lexon (UK) Ltd)"	"Nifedipine/Atenolol"	"50mg + 20mg"	"Modified-release capsule"	"Oral"	"02040000/02060200"	"Nifedipine/Atenolol"
"52777"	"Propranolol 40mg tablets (Kent Pharmaceuticals Ltd)"	"Propranolol"	"40mg"	"Tablet"	"Oral"	"02040000/04070402/04090300/06020200"	"Propranolol"
"52858"	"Co-Diovan 80mg/12.5mg tablets (Sigma Pharmaceuticals Plc)"	"Hydrochlorothiazide/Valsartan"	"80mg + 12.5mg"	"Tablet"	"Oral"	"02050504"	"Hydrochlorothiazide/Valsartan"
"52882"	"Enalapril 5mg/5ml oral suspension sugar free"	"Enalapril"	"1mg/1ml"	"Oral suspension"	"Oral"	"02050501"	"Enalapril"
"52886"	"Losartan 12.5mg tablets (A A H Pharmaceuticals Ltd)"	"Losartan"	"12.5mg"	"Tablet"	"Oral"	"02050502"	"Losartan"
"52970"	"Spironolactone 10mg/5ml oral solution"	"Spironolactone"	"2mg/1ml"	"Oral solution"	"Oral"	"02020300"	"Spironolactone"
"52972"	"Irbesartan 300mg tablets (Sigma Pharmaceuticals Plc)"	"Irbesartan"	"300mg"	"Tablet"	"Oral"	"02050502"	"Irbesartan"
"53033"	"Doxzogen XL 4mg tablets (Mylan)"	"Doxazosin"	"4mg"	"Modified-release tablet"	"Oral"	"02050400/07040150"	"Doxazosin"
"53058"	"Perindopril erbumine 8mg tablets (Sandoz Ltd)"	"Perindopril"	"8mg"	"Tablet"	"Oral"	"02050501"	"Perindopril"
"53142"	"Clonidine 50micrograms/5ml oral suspension"	"Clonidine"	"10microgram/1ml"	"Oral suspension"	"Oral"	"02050200/04070402/06040101"	"Clonidine"
"53177"	"Propranolol oral solution"	"Propranolol"	NA	"Oral solution"	"Oral"	"02030202/02040000"	"Propranolol"
"53204"	"Atenolol 50mg tablets (Alliance Healthcare (Distribution) Ltd)"	"Atenolol"	"50mg"	"Tablet"	"Oral"	"02040000"	"Atenolol"
"53215"	"Atenolol 50mg tablets (Bristol Laboratories Ltd)"	"Atenolol"	"50mg"	"Tablet"	"Oral"	"02040000"	"Atenolol"
"53220"	"Sevikar HCT 40mg/10mg/25mg tablets (Daiichi Sankyo UK Ltd)"	"Amlodipine/Hydrochlorothiazide/Olmesartan"	"40mg + 25mg + 10mg"	"Tablet"	"Oral"	"02050502"	"Amlodipine/Hydrochlorothiazide/Olmesartan"
"53253"	"Spironolactone 50mg/5ml oral suspension (Drug Tariff Special Order)"	"Spironolactone"	"10mg/1ml"	"Oral suspension"	"Oral"	"02020300"	"Spironolactone"
"53271"	"Lisinopril 10mg tablets (Alliance Healthcare (Distribution) Ltd)"	"Lisinopril"	"10mg"	"Tablet"	"Oral"	"02050501"	"Lisinopril"
"53278"	"Adalat LA 30 tablets (Necessity Supplies Ltd)"	"Nifedipine"	"30mg"	"Modified-release tablet"	"Oral"	"02060200"	"Nifedipine"
"53322"	"Doxazosin 4mg tablets (Bristol Laboratories Ltd)"	"Doxazosin"	"4mg"	"Tablet"	"Oral"	"02050400/07040150"	"Doxazosin"
"53357"	"Nifedipine 10mg/5ml oral suspension"	"Nifedipine"	"2mg/1ml"	"Oral suspension"	"Oral"	"02060200"	"Nifedipine"
"53414"	"Atenolol 50mg tablets (Accord Healthcare Ltd)"	"Atenolol"	"50mg"	"Tablet"	"Oral"	"02040000"	"Atenolol"
"53500"	"Adalat LA 30 tablets (DE Pharmaceuticals)"	"Nifedipine"	"30mg"	"Modified-release tablet"	"Oral"	"02060200"	"Nifedipine"
"53508"	"Spironolactone 5mg/5ml / Chlorothiazide 50mg/5ml oral suspension"	"Chlorothiazide/Spironolactone"	"1mg/1ml + 10mg/1ml"	"Oral suspension"	"Oral"	"02020400"	"Chlorothiazide/Spironolactone"
"53551"	"Lisinopril 20mg tablets (Phoenix Healthcare Distribution Ltd)"	"Lisinopril"	"20mg"	"Tablet"	"Oral"	"02050501"	"Lisinopril"
"53612"	"Ramipril 10mg tablets (Alliance Healthcare (Distribution) Ltd)"	"Ramipril"	"10mg"	"Tablet"	"Oral"	"02050501"	"Ramipril"
"53621"	"Ramipril 2.5mg capsules (Bristol Laboratories Ltd)"	"Ramipril"	"2.5mg"	"Capsule"	"Oral"	"02050501"	"Ramipril"
"53629"	"Adalat retard 20mg tablets (Lexon (UK) Ltd)"	"Nifedipine"	"20mg"	"Modified-release tablet"	"Oral"	"02060200"	"Nifedipine"
"53674"	"Metolazone 2.5mg tablets"	"Metolazone"	"2.5mg"	"Tablet"	"Oral"	"02020100"	"Metolazone"
"53680"	"Candesartan 16mg tablets (Teva UK Ltd)"	"Candesartan"	"16mg"	"Tablet"	"Oral"	"02050502"	"Candesartan"
"53719"	"Enalapril 20mg tablets (Alliance Healthcare (Distribution) Ltd)"	"Enalapril"	"20mg"	"Tablet"	"Oral"	"02050501"	"Enalapril"
"53755"	"Candesartan 4mg tablets (Teva UK Ltd)"	"Candesartan"	"4mg"	"Tablet"	"Oral"	"02050502"	"Candesartan"
"53802"	"Atenolol 25mg tablets (Sigma Pharmaceuticals Plc)"	"Atenolol"	"25mg"	"Tablet"	"Oral"	"02040000"	"Atenolol"
"53812"	"Bendroflumethiazide oral solution"	"Bendroflumethiazide"	NA	"Oral solution"	"Oral"	"02020100"	"Bendroflumethiazide"
"53820"	"Lisinopril 5mg tablets (Arrow Generics Ltd)"	"Lisinopril"	"5mg"	"Tablet"	"Oral"	"02050501"	"Lisinopril"
"53826"	"Atenolol 25mg tablets (Boston Healthcare Ltd)"	"Atenolol"	"25mg"	"Tablet"	"Oral"	"02040000"	"Atenolol"
"53833"	"Valsartan 160mg capsules (Mylan)"	"Valsartan"	"160mg"	"Capsule"	"Oral"	"02050502"	"Valsartan"
"53868"	"Amlodipine 5mg tablets (Actavis UK Ltd)"	"Amlodipine"	"5mg"	"Tablet"	"Oral"	"02060200"	"Amlodipine"
"53896"	"Iloprost 100micrograms/1ml solution for infusion ampoules"	"Iloprost"	"100microgram/1ml"	"Solution for infusion"	"Intravenous"	"02050100"	"Iloprost"
"53915"	"Enalapril 5mg tablets (Dexcel-Pharma Ltd)"	"Enalapril"	"5mg"	"Tablet"	"Oral"	"02050501"	"Enalapril"
"53990"	"Nifedipine 5mg/5ml oral suspension"	"Nifedipine"	"1mg/1ml"	"Oral suspension"	"Oral"	"02060200"	"Nifedipine"
"54037"	"Lisinopril 10mg tablets (Relonchem Ltd)"	"Lisinopril"	"10mg"	"Tablet"	"Oral"	"02050501"	"Lisinopril"
"54049"	"Losartan 50mg tablets (Accord Healthcare Ltd)"	"Losartan"	"50mg"	"Tablet"	"Oral"	"02050502"	"Losartan"
"54057"	"Losartan 50mg tablets (Teva UK Ltd)"	"Losartan"	"50mg"	"Tablet"	"Oral"	"02050502"	"Losartan"
"54120"	"Spironolactone 4mg/5ml oral suspension"	"Spironolactone"	"800microgram/1ml"	"Oral suspension"	"Oral"	"02020300"	"Spironolactone"
"54201"	"Lisinopril 20mg / Hydrochlorothiazide 12.5mg tablets (Almus Pharmaceuticals Ltd)"	"Hydrochlorothiazide/Lisinopril"	"20mg + 12.5mg"	"Tablet"	"Oral"	"02020100/02050501"	"Hydrochlorothiazide/Lisinopril"
"54283"	"Lisinopril 5mg/5ml oral suspension (Special Order)"	"Lisinopril"	"1mg/1ml"	"Oral suspension"	"Oral"	"02050501"	"Lisinopril"
"54288"	"Lisinopril 10mg tablets (Arrow Generics Ltd)"	"Lisinopril"	"10mg"	"Tablet"	"Oral"	"02050501"	"Lisinopril"
"54297"	"Propranolol 50mg/5ml oral solution"	"Propranolol"	"10mg/1ml"	"Oral solution"	"Oral"	"02040000/04070402/04090300/06020200"	"Propranolol"
"54298"	"Ramipril 2.5mg capsules (Arrow Generics Ltd)"	"Ramipril"	"2.5mg"	"Capsule"	"Oral"	"02050501"	"Ramipril"
"54316"	"Indapamide 2.5mg tablets (Alliance Healthcare (Distribution) Ltd)"	"Indapamide"	"2.5mg"	"Tablet"	"Oral"	"02020100"	"Indapamide"
"54326"	"Candesartan 32mg tablets (Teva UK Ltd)"	"Candesartan"	"32mg"	"Tablet"	"Oral"	"02050502"	"Candesartan"
"54329"	"Metolazone 5mg/5ml oral suspension"	"Metolazone"	"1mg/1ml"	"Oral suspension"	"Oral"	"02020100"	"Metolazone"
"54340"	"Diazoxide 10mg/5ml oral solution"	"Diazoxide"	"2mg/1ml"	"Oral solution"	"Oral"	"06010400"	"Diazoxide"
"54341"	"Chlorothiazide 5mg/5ml oral suspension"	"Chlorothiazide"	"1mg/1ml"	"Oral suspension"	"Oral"	"02020100"	"Chlorothiazide"
"54345"	"Trandolapril 4mg capsules (Arrow Generics Ltd)"	"Trandolapril"	"4mg"	"Capsule"	"Oral"	"02050501"	"Trandolapril"
"54404"	"Losartan 100mg tablets (Actavis UK Ltd)"	"Losartan"	"100mg"	"Tablet"	"Oral"	"02050502"	"Losartan"
"54414"	"Candesartan 16mg tablets (Consilient Health Ltd)"	"Candesartan"	"16mg"	"Tablet"	"Oral"	"02050502"	"Candesartan"
"54467"	"Clonidine 300micrograms/24hours transdermal patches"	"Clonidine"	"300microgram/24hour"	"Transdermal patch"	"Transdermal"	"02050200"	"Clonidine"
"54512"	"Lisinopril Oral solution"	"Lisinopril"	NA	"Oral Solution"	"Oral"	"02050501"	"Lisinopril"
"54515"	"Amlodipine 10mg tablets (Alliance Healthcare (Distribution) Ltd)"	"Amlodipine"	"10mg"	"Tablet"	"Oral"	"02060200"	"Amlodipine"
"54542"	"Atenolol 25mg tablets (Zanza Laboratories Ltd)"	"Atenolol"	"25mg"	"Tablet"	"Oral"	"02040000"	"Atenolol"
"54544"	"Captopril 25mg/5ml oral suspension"	"Captopril"	"5mg/1ml"	"Oral suspension"	"Oral"	"02050501"	"Captopril"
"54620"	"Ramipril 2.5mg capsules (Sigma Pharmaceuticals Plc)"	"Ramipril"	"2.5mg"	"Capsule"	"Oral"	"02050501"	"Ramipril"
"54623"	"Beta-Prograne 160mg modified-release capsules (Actavis UK Ltd)"	"Propranolol"	"160mg"	"Modified-release capsule"	"Oral"	"02040000/04070402/04090300/06020200"	"Propranolol"
"54633"	"Amlodipine 5mg tablets (Bristol Laboratories Ltd)"	"Amlodipine"	"5mg"	"Tablet"	"Oral"	"02060200"	"Amlodipine"
"54643"	"Metolazone Oral solution"	"Metolazone"	NA	"Oral Solution"	"Oral"	"02020100"	"Metolazone"
"54654"	"Amlodipine 10mg tablets (Almus Pharmaceuticals Ltd)"	"Amlodipine"	"10mg"	"Tablet"	"Oral"	"02060200"	"Amlodipine"
"54679"	"Chlorothiazide 250mg tablets"	"Chlorothiazide"	"250mg"	"Tablet"	"Oral"	"02020100"	"Chlorothiazide"
"54696"	"Amlodipine 10mg tablets (Sandoz Ltd)"	"Amlodipine"	"10mg"	"Tablet"	"Oral"	"02060200"	"Amlodipine"
"54726"	"Valsartan 40mg capsules (Teva UK Ltd)"	"Valsartan"	"40mg"	"Capsule"	"Oral"	"00000000"	"Valsartan"
"54733"	"Perindopril erbumine 8mg tablets (Consilient Health Ltd)"	"Perindopril"	"8mg"	"Tablet"	"Oral"	"02050501"	"Perindopril"
"54735"	"Losartan 50mg tablets (Alliance Healthcare (Distribution) Ltd)"	"Losartan"	"50mg"	"Tablet"	"Oral"	"02050502"	"Losartan"
"54740"	"Losartan 25mg tablets (Actavis UK Ltd)"	"Losartan"	"25mg"	"Tablet"	"Oral"	"02050502"	"Losartan"
"54752"	"Atenolol 50mg tablets (Strides Shasun (UK) Ltd)"	"Atenolol"	"50mg"	"Tablet"	"Oral"	"02040000"	"Atenolol"
"54785"	"Doxazosin 4mg tablets (Medreich Plc)"	"Doxazosin"	"4mg"	"Tablet"	"Oral"	"02050400/07040150"	"Doxazosin"
"54799"	"Tildiem LA 300 capsules (Mawdsley-Brooks & Company Ltd)"	"Diltiazem"	"300mg"	"Modified-release capsule"	"Oral"	"02060200"	"Diltiazem"
"54843"	"Losartan 50mg tablets (Dexcel-Pharma Ltd)"	"Losartan"	"50mg"	"Tablet"	"Oral"	"02050502"	"Losartan"
"54899"	"Perindopril erbumine 2mg tablets (Teva UK Ltd)"	"Perindopril"	"2mg"	"Tablet"	"Oral"	"02050501"	"Perindopril"
"54918"	"Phenoxybenzamine oral liquid"	"Phenoxybenzamine"	NA	"Oral solution"	"Oral"	"02050400"	"Phenoxybenzamine"
"54928"	"Lisinopril 10mg tablets (Bristol Laboratories Ltd)"	"Lisinopril"	"10mg"	"Tablet"	"Oral"	"02050501"	"Lisinopril"
"54940"	"Ketanserin 20mg tablets"	"Ketanserin"	"20mg"	"Tablet"	"Oral"	"02050000"	"Ketanserin"
"54941"	"Ramipril 5mg capsules (Alliance Healthcare (Distribution) Ltd)"	"Ramipril"	"5mg"	"Capsule"	"Oral"	"02050501"	"Ramipril"
"54942"	"Perindopril erbumine 8mg tablets (Mylan)"	"Perindopril"	"8mg"	"Tablet"	"Oral"	"02050501"	"Perindopril"
"54983"	"Amlodipine 2.5mg/5ml oral suspension"	"Amlodipine"	"500microgram/1ml"	"Oral suspension"	"Oral"	"02060200"	"Amlodipine"
"54986"	"Perindopril erbumine 8mg/5ml oral suspension"	"Perindopril"	"1.6mg/1ml"	"Oral suspension"	"Oral"	"02050501"	"Perindopril"
"55002"	"Lisinopril 20mg tablets (Accord Healthcare Ltd)"	"Lisinopril"	"20mg"	"Tablet"	"Oral"	"02050501"	"Lisinopril"
"55017"	"Irbesartan 300mg tablets (Accord Healthcare Ltd)"	"Irbesartan"	"300mg"	"Tablet"	"Oral"	"02050502"	"Irbesartan"
"55050"	"CHLOROTHIAZIDE/SPIRONOLACTONE/LACT SACH 50 MG"	"Chlorothiazide/Spironolactone"	NA	NA	NA	"00000000"	"Chlorothiazide/Spironolactone"
"55160"	"Cozaar-Comp 50mg/12.5mg tablets (Sigma Pharmaceuticals Plc)"	"Hydrochlorothiazide/Losartan"	"50mg + 12.5mg"	"Tablet"	"Oral"	"02050504"	"Hydrochlorothiazide/Losartan"
"55187"	"Valsartan 160mg capsules (Arrow Generics Ltd)"	"Valsartan"	"160mg"	"Capsule"	"Oral"	"02050502"	"Valsartan"
"55228"	"Propranolol 40mg tablets (Boston Healthcare Ltd)"	"Propranolol"	"40mg"	"Tablet"	"Oral"	"02040000/04070402/04090300/06020200"	"Propranolol"
"55257"	"Diltiazem 60mg/5ml oral solution"	"Diltiazem"	"12mg/1ml"	"Oral solution"	"Oral"	"02060200"	"Diltiazem"
"55259"	"Indapamide 2.5mg tablets (Kent Pharmaceuticals Ltd)"	"Indapamide"	"2.5mg"	"Tablet"	"Oral"	"02020100"	"Indapamide"
"55296"	"Losartan 50mg tablets (Mylan)"	"Losartan"	"50mg"	"Tablet"	"Oral"	"02050502"	"Losartan"
"55299"	"Ramipril 1.25mg capsules (A A H Pharmaceuticals Ltd)"	"Ramipril"	"1.25mg"	"Capsule"	"Oral"	"02050501"	"Ramipril"
"55306"	"Folpik XL 5mg tablets (Teva UK Ltd)"	"Felodipine"	"5mg"	"Modified-release tablet"	"Oral"	"02060200"	"Felodipine"
