"source_table"	"medcodeid"	"Observations"	"OriginalReadCode"	"CleansedReadCode"	"term"	"SnomedCTConceptId"	"SnomedCTDescriptionId"	"EmisCodeCategoryId"	"medcode"	"readcode"	"clinicalevents"	"immunisationevents"	"referralevents"	"testevents"	"databaserelease"
"aurum_MI"	"13941161000006110"	"6"	"^ESCT1394116"	NA	"acute stemi (st elevation myocardial infarction) due to mid lad (left anterior descending) coronary artery occlusion"	"840312002"	"3902913016"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_MI"	"13941211000006118"	"21"	"^ESCT1394121"	NA	"acute st segment elevation myocardial infarction due to distal left anterior descending coronary artery occlusion"	"840316004"	"3901277017"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_MI"	"13941231000006112"	"1"	"^ESCT1394123"	NA	"acute stemi (st elevation myocardial infarction) due to distal lad (left anterior descending) coronary artery occlusion"	"840316004"	"3902912014"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_MI"	"13945211000006116"	"12"	"^ESCT1394521"	NA	"acute st segment elevation myocardial infarction due to occlusion of anterior descending branch of left coronary artery"	"840609007"	"3902908015"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_MI"	"13945231000006110"	"2"	"^ESCT1394523"	NA	"acute stemi (st segment elevation myocardial infarction) due to lad (left anterior descending) coronary artery occlusion"	"840609007"	"3902911019"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_MI"	"13945981000006117"	"14"	"^ESCT1394598"	NA	"acute st segment elevation myocardial infarction due to occlusion of septal branch of anterior descending branch of left coronary artery"	"840680009"	"3914888011"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_MI"	"13947591000006117"	"1"	"^ESCT1394759"	NA	"acute st segment elevation myocardial infarction due to occlusion of diagonal branch of anterior descending branch of left coronary artery"	"846668006"	"3914916018"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_MI"	"13947721000006111"	"1"	"^ESCT1394772"	NA	"acute st segment elevation myocardial infarction due to occlusion of intermediate artery"	"846683001"	"3914972012"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_MI"	"13961301000006115"	"2"	"^ESCT1396130"	NA	"acute st segment elevation myocardial infarction due to occlusion of proximal portion of right coronary artery"	"868214006"	"3963958011"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_MI"	"13961311000006117"	"1"	"^ESCT1396131"	NA	"acute stemi (st elevation myocardial infarction) due to proximal rca (right coronary artery) occlusion"	"868214006"	"3963959015"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_MI"	"13961341000006118"	"7"	"^ESCT1396134"	NA	"acute st segment elevation myocardial infarction due to occlusion of distal portion of right coronary artery"	"868217004"	"3963965015"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_MI"	"13961351000006116"	"2"	"^ESCT1396135"	NA	"acute stemi (st elevation myocardial infarction) due to distal rca (right coronary artery) occlusion"	"868217004"	"3963966019"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_MI"	"13961371000006114"	"1"	"^ESCT1396137"	NA	"acute st segment elevation myocardial infarction due to occlusion of mid portion of right coronary artery"	"868220007"	"3963973012"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_MI"	"13961381000006112"	"4"	"^ESCT1396138"	NA	"acute stemi (st elevation myocardial infarction) due to mid rca (right coronary artery) occlusion"	"868220007"	"3963971014"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_MI"	"13961421000006119"	"2"	"^ESCT1396142"	NA	"acute st segment elevation myocardial infarction due to occlusion of marginal branch of right coronary artery"	"868224003"	"3963981013"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_MI"	"13961431000006116"	"8"	"^ESCT1396143"	NA	"acute stemi (st elevation myocardial infarction) due to am (acute marginal) branch of rca (right coronary artery) occlusion"	"868224003"	"3963980014"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_MI"	"13961441000006114"	"6"	"^ESCT1396144"	NA	"acute st segment elevation myocardial infarction due to occlusion of posterior descending branch of right coronary artery"	"868225002"	"3963983011"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_MI"	"13961451000006111"	"9"	"^ESCT1396145"	NA	"acute stemi (st elevation myocardial infarction) due to pda (posterior descending artery) branch of rca (right coronary artery) occlusion"	"868225002"	"3963985016"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_MI"	"13961461000006113"	"11"	"^ESCT1396146"	NA	"acute st segment elevation myocardial infarction due to occlusion of posterior lateral branch of right coronary artery"	"868226001"	"3963987012"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_MI"	"13961471000006118"	"1"	"^ESCT1396147"	NA	"acute stemi (st elevation myocardial infarction) due to pl (posterolateral) branch of rca (right coronary artery) occlusion"	"868226001"	"3963988019"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_MI"	"14015031000006119"	"185"	"^ESCT1401503"	NA	"myocardial infarction due to demand ischaemia"	"16837681000119104"	"3779054018"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_MI"	"14057221000006111"	"14"	"^ESCT1405722"	NA	"rupture of ventricle due to acute myocardial infarction"	"30277009"	"3902936013"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_MI"	"14132941000006118"	"958"	"^ESCT1413294"	NA	"myocardial infarction with non-obstructive coronary artery"	"879955009"	"3994016011"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_MI"	"14132951000006116"	"24"	"^ESCT1413295"	NA	"minoca - myocardial infarction with non-obstructive coronary artery"	"879955009"	"3994017019"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_MI"	"14145371000006117"	"8"	"^ESCT1414537"	NA	"acute myocardial infarction due to occlusion of circumflex branch of left coronary artery"	"896689003"	"4028647019"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_MI"	"14145391000006116"	"8"	"^ESCT1414539"	NA	"acute st segment elevation myocardial infarction due to occlusion of circumflex branch of left coronary artery"	"896691006"	"4028649016"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_MI"	"14145431000006110"	"1"	"^ESCT1414543"	NA	"acute st segment elevation myocardial infarction of apex of heart"	"896696001"	"4028673012"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_MI"	"14145451000006115"	"4"	"^ESCT1414545"	NA	"acute stemi (st segment elevation myocardial infarction) of apex of heart"	"896696001"	"4028675017"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_MI"	"14145461000006118"	"4"	"^ESCT1414546"	NA	"acute st segment elevation myocardial infarction of right ventricle"	"896697005"	"4028677013"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_MI"	"14194451000006112"	"1"	"^ESCT1419445"	NA	"history of myocardial infarction due to atherothrombotic coronary artery disease"	"387785661000119104"	"4032953018"	"27"	NA	NA	NA	NA	NA	NA	NA
"aurum_MI"	"14194701000006115"	"7"	"^ESCT1419470"	NA	"myocardial infarction due to atherothrombotic coronary artery disease"	"726499301000119168"	"4030229011"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_MI"	"14194711000006117"	"6"	"^ESCT1419471"	NA	"type 1 myocardial infarction"	"726499301000119168"	"4030227013"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_MI"	"14194821000006118"	"6"	"^ESCT1419482"	NA	"history of myocardial infarction due to demand ischaemia"	"776219771000119168"	"4029334010"	"27"	NA	NA	NA	NA	NA	NA	NA
"aurum_MI"	"14194831000006115"	"16"	"^ESCT1419483"	NA	"history of type 2 myocardial infarction"	"776219771000119168"	"4029332014"	"27"	NA	NA	NA	NA	NA	NA	NA
"aurum_MI"	"14428131000006112"	"8"	"^ESCT1442813"	NA	"mitral valve regurgitation due to acute myocardial infarction"	"1142308000"	"4537390011"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_MI"	"14488861000006119"	"3"	"^ESCT1448886"	NA	"supraventricular tachycardia following acute myocardial infarction"	"16415081000119104"	"4573825014"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_MI"	"14546511000006116"	"8"	"^ESCT1454651"	NA	"postmyocardial infarction pericardial effusion"	"1163420005"	"4596779013"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_MI"	"14546721000006115"	"5"	"^ESCT1454672"	NA	"postoperative acute myocardial infarction"	"1163440003"	"4596874013"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_MI"	"14741971000006110"	"188"	"^ESCT1474197"	NA	"acute inferior non-st segment elevation myocardial infarction"	"1204152002"	"4952475012"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_MI"	"14742011000006111"	"64"	"^ESCT1474201"	NA	"acute anterior non-st segment elevation myocardial infarction"	"1204155000"	"4952482011"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_MI"	"14742991000006119"	"1"	"^ESCT1474299"	NA	"acute non-st segment elevation myocardial infarction of right ventricle"	"1204222000"	"4953526017"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_MI"	"14752451000006117"	"47"	"^ESCT1475245"	NA	"ventricular thrombus following acute myocardial infarction"	"1208867006"	"5013229011"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_MI"	"14752511000006117"	"6"	"^ESCT1475251"	NA	"subsequent inferior non-st segment elevation myocardial infarction"	"1208873007"	"5013242011"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_MI"	"15055731000006118"	"1"	"^ESCT1505573"	NA	"old apical mi (myocardial infarction)"	"35401000087106"	"5149195016"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_MI"	"15055771000006115"	"14"	"^ESCT1505577"	NA	"old inferolateral myocardial infarction"	"35421000087100"	"5149180018"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_MI"	"15276121000006116"	"4"	"^ESCT1527612"	NA	"acute st segment elevation myocardial infarction due to distal left circumflex coronary artery occlusion"	"44811000087108"	"5233402011"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_MI"	"15276151000006113"	"21"	"^ESCT1527615"	NA	"acute st segment elevation myocardial infarction due to mid left circumflex coronary artery occlusion"	"44821000087100"	"5233398019"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_MI"	"15276161000006110"	"3"	"^ESCT1527616"	NA	"acute stemi (st elevation myocardial infarction) due to mid lcx (left circumflex coronary artery) occlusion"	"44821000087100"	"5233399010"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_MI"	"15276181000006117"	"2"	"^ESCT1527618"	NA	"acute st segment elevation myocardial infarction due to obtuse marginal branch of left circumflex coronary artery occlusion"	"44831000087103"	"5233370017"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_MI"	"15276201000006116"	"1"	"^ESCT1527620"	NA	"acute stemi (st elevation myocardial infarction) due to om (obtuse marginal) branch of lcx (left circumflex coronary artery) occlusion"	"44831000087103"	"5233372013"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_MI"	"15276211000006118"	"16"	"^ESCT1527621"	NA	"acute st segment elevation myocardial infarction due to posterolateral branch of left circumflex coronary artery occlusion"	"44841000087109"	"5233374014"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_MI"	"15276221000006114"	"1"	"^ESCT1527622"	NA	"acute stemi (st elevation myocardial infarction) due to pl (posterolateral) branch of lcx (left circumflex coronary artery) occlusion"	"44841000087109"	"5233375010"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_MI"	"15276241000006119"	"6"	"^ESCT1527624"	NA	"acute st segment elevation myocardial infarction due to proximal left circumflex coronary artery occlusion"	"44851000087107"	"5233395016"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_ischaemic_heart_disease"	"89332015"	"2036"	"G3-2"	"G3...12"	"atherosclerotic heart disease"	"443502000"	"2842265012"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_ischaemic_heart_disease"	"256451015"	"1530"	"322Z"	"322Z.00"	"ecg: myocardial ischaemia nos"	"164861001"	"1205556017"	"3"	NA	NA	NA	NA	NA	NA	NA
"aurum_ischaemic_heart_disease"	"264484015"	"3643"	"662E"	"662E.00"	"cardiac disease treatment stopped"	"170585007"	"2160743019"	"1"	NA	NA	NA	NA	NA	NA	NA
"aurum_ischaemic_heart_disease"	"299723016"	"495"	"G31y"	"G31y.00"	"other acute and subacute ischaemic heart disease"	"414545008"	"2534663012"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_ischaemic_heart_disease"	"299742017"	"298"	"G312"	"G312.00"	"coronary thrombosis not resulting in myocardial infarction"	"194821006"	"299742017"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_ischaemic_heart_disease"	"299776014"	"19392"	"G34"	"G34..00"	"chronic ischaemic heart disease"	"413838009"	"2534672016"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_ischaemic_heart_disease"	"299782012"	"35633"	"G3400"	"G340000"	"single coronary vessel disease"	"194842008"	"299782012"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_ischaemic_heart_disease"	"299783019"	"24137"	"G3401"	"G340100"	"double coronary vessel disease"	"194843003"	"299783019"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_ischaemic_heart_disease"	"299796018"	"21720"	"G343"	"G343.00"	"ischaemic cardiomyopathy"	"194849004"	"299796018"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_ischaemic_heart_disease"	"299800012"	"365"	"G34y"	"G34y.00"	"other specified chronic ischaemic heart disease"	"413838009"	"2534671011"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_ischaemic_heart_disease"	"299834013"	"5053"	"G3y"	"G3y..00"	"other specified ischaemic heart disease"	"414545008"	"2534664018"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_ischaemic_heart_disease"	"300876010"	"70"	"Gyu32"	"Gyu3200"	"[x]other forms of acute ischaemic heart disease"	"414545008"	"2534663012"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_ischaemic_heart_disease"	"300879015"	"79"	"Gyu33"	"Gyu3300"	"[x]other forms of chronic ischaemic heart disease"	"413838009"	"2534671011"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_ischaemic_heart_disease"	"300932016"	"558"	"Gyu5g"	"Gyu5g00"	"[x]cardiovascular disease, unspecified"	"49601007"	"2474885016"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_ischaemic_heart_disease"	"350354017"	"2270"	"G344"	"G344.00"	"silent myocardial ischaemia"	"233823002"	"350354017"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_ischaemic_heart_disease"	"397829016"	"39277"	"14A"	"14A..00"	"h/o: cardiovascular disease"	"266995000"	"397829016"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_ischaemic_heart_disease"	"401517012"	"6055"	"662D"	"662D.00"	"cardiac disease treatment started"	"268510008"	"2156056014"	"1"	NA	NA	NA	NA	NA	NA	NA
"aurum_ischaemic_heart_disease"	"411904010"	"168822"	"8B63-1"	"8B63.11"	"aspirin prophylaxis for ischaemic heart disease"	"275931000"	"2770029010"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_ischaemic_heart_disease"	"451372015"	"6335"	"14AL"	"14AL.00"	"h/o: treatment for ischaemic heart disease"	"308068007"	"451372015"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_ischaemic_heart_disease"	"459488019"	"1341"	"G31y3"	"G31y300"	"transient myocardial ischaemia"	"315026000"	"459488019"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_ischaemic_heart_disease"	"459859010"	"7906"	"G34z0"	"G34z000"	"asymptomatic coronary heart disease"	"315348000"	"459859010"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_ischaemic_heart_disease"	"460133017"	"3117313"	"6A2"	"6A2..00"	"coronary heart disease annual review"	"315614006"	"460133017"	"1"	NA	NA	NA	NA	NA	NA	NA
"aurum_ischaemic_heart_disease"	"460687010"	"1686"	"ZV458"	"ZV45800"	"history of placement of stent for coronary artery disease"	"428375006"	"2692299011"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_ischaemic_heart_disease"	"494438016"	"464"	"G31y2"	"G31y200"	"subendocardial ischaemia"	"46109009"	"494438016"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_ischaemic_heart_disease"	"1484833014"	"153546"	"6A4"	"6A4..00"	"coronary heart disease review"	"390799004"	"1484833014"	"1"	NA	NA	NA	NA	NA	NA	NA
"aurum_ischaemic_heart_disease"	"1488382011"	"252890"	"G3115"	"G311500"	"acute coronary syndrome"	"394659003"	"1488382011"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_ischaemic_heart_disease"	"1488440011"	"206869"	"8B3k"	"8B3k.00"	"coronary heart disease medication review"	"394724007"	"1488440011"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_ischaemic_heart_disease"	"1786197015"	"3612"	"G30-2"	"G30..12"	"coronary thrombosis"	"398274000"	"1786197015"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_ischaemic_heart_disease"	"1786198013"	"533"	"G30-6"	"G30..16"	"thrombosis - coronary"	"398274000"	"1786198013"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_ischaemic_heart_disease"	"2534664018"	"6638239"	"G3"	"G3...00"	"ischaemic heart disease"	"414545008"	"2534664018"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_ischaemic_heart_disease"	"2534674015"	"3837"	"G34y1"	"G34y100"	"chronic myocardial ischaemia"	"413844008"	"2534674015"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_ischaemic_heart_disease"	"2536393012"	"1030"	"G3-1"	"G3...11"	"arteriosclerotic heart disease"	"443502000"	"2842265012"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_ischaemic_heart_disease"	"2536395017"	"342053"	"G340-2"	"G340.12"	"coronary artery disease"	"53741008"	"2536395017"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_ischaemic_heart_disease"	"2537480011"	"1507450"	"G3-3"	"G3...13"	"ihd - ischaemic heart disease"	"414545008"	"2537480011"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_ischaemic_heart_disease"	"2548276015"	"409728"	"66f0"	"66f0.00"	"cardiovascular disease annual review"	"417322008"	"2548276015"	"1"	NA	NA	NA	NA	NA	NA	NA
"aurum_ischaemic_heart_disease"	"39111000006114"	"3109"	"G31"	"G31..00"	"other acute and subacute ischaemic heart disease"	"414545008"	"2534663012"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_ischaemic_heart_disease"	"394541000006112"	"2025"	"Gyu3"	"Gyu3.00"	"[x]ischaemic heart diseases"	"414545008"	"2534664018"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_ischaemic_heart_disease"	"496991000006111"	"1839"	"G342"	"G342.00"	"atherosclerotic cardiovascular disease"	"72092001"	"119795011"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_ischaemic_heart_disease"	"585631000000113"	"199"	"8H2V"	"8H2V.00"	"emergency hospital admission for ischaemic heart disease"	"699245006"	"3082941013"	"40"	NA	NA	NA	NA	NA	NA	NA
"aurum_ischaemic_heart_disease"	"634751000006116"	"8877"	"322"	"322..00"	"ecg myocardial ischaemia"	"164861001"	"1205556017"	"3"	NA	NA	NA	NA	NA	NA	NA
"aurum_ischaemic_heart_disease"	"635641000006111"	"8094"	"3222"	"3222.00"	"ecg:shows myocardial ischaemia"	"164861001"	"1205556017"	"3"	NA	NA	NA	NA	NA	NA	NA
"aurum_ischaemic_heart_disease"	"884141000006116"	"938"	"G30-98"	"G30..98"	"coronary thrombosis"	"57054005"	"884141000006116"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_ischaemic_heart_disease"	"908791000006113"	"25921"	"HNG0601"	NA	"[rfc] reason for care : coronary heart disease"	"908791000006109"	"908791000006113"	"12"	NA	NA	NA	NA	NA	NA	NA
"aurum_ischaemic_heart_disease"	"931961000006117"	"228"	"G31y0-99"	"G31y099"	"acute coronary syndrome"	"194823009"	"931961000006117"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_ischaemic_heart_disease"	"1142521000000115"	"8805"	"8CEJ"	"8CEJ.00"	"coronary heart disease leaflet given"	"513841000000103"	"1142521000000115"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_ischaemic_heart_disease"	"1539331000006118"	"5804"	"EMISNOQFH3"	NA	"h/o: coronary heart disease"	"1539331000006102"	"1539331000006118"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_ischaemic_heart_disease"	"1774801000000114"	"16113"	"8CMP"	"8CMP.00"	"coronary heart disease care plan"	"736368003"	"3517259010"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_ischaemic_heart_disease"	"1823891000006113"	"534"	"EMISNQCO148"	NA	"coronary heart disease confirmed"	"1823891000006109"	"1823891000006113"	"27"	NA	NA	NA	NA	NA	NA	NA
"aurum_ischaemic_heart_disease"	"1895641000006114"	"1149"	"EMISNQON8"	NA	"on coronary heart disease register"	"1895641000006105"	"1895641000006114"	"37"	NA	NA	NA	NA	NA	NA	NA
"aurum_ischaemic_heart_disease"	"2115181000000110"	"2773"	"G39"	"G39..00"	"coronary microvascular disease"	"810681000000101"	"2115181000000110"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_ischaemic_heart_disease"	"2173281000000112"	"1309"	"14AW"	"14AW.00"	"h/o acute coronary syndrome"	"837091000000100"	"2173281000000112"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_ischaemic_heart_disease"	"3302691000006119"	"35"	"^ESCTCA330269"	NA	"cardiovascular disease"	"49601007"	"82618012"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_ischaemic_heart_disease"	"3302731000006110"	"51"	"^ESCTCV330273"	NA	"cvd - cardiovascular disease"	"49601007"	"2957091018"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_ischaemic_heart_disease"	"3371381000006110"	"433"	"^ESCTCA337138"	NA	"cad - coronary artery disease"	"53741008"	"2536394018"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_ischaemic_heart_disease"	"3371411000006113"	"4364"	"^ESCTCH337141"	NA	"chd - coronary heart disease"	"53741008"	"2536397013"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_ischaemic_heart_disease"	"3371421000006117"	"9848"	"^ESCTCO337142"	NA	"coronary heart disease"	"53741008"	"2536398015"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_ischaemic_heart_disease"	"4776021000006118"	"4"	"^ESCTIS477602"	NA	"ischemic heart disease - angina"	"194828000"	"299761018"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_ischaemic_heart_disease"	"4776031000006115"	"49"	"^ESCTIS477603"	NA	"ischaemic heart disease - angina"	"194828000"	"299762013"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_ischaemic_heart_disease"	"4776051000006110"	"42"	"^ESCTSI477605"	NA	"single vessel coronary artery disease"	"194842008"	"2535853014"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_ischaemic_heart_disease"	"4776071000006117"	"185"	"^ESCTTW477607"	NA	"two coronary vessel disease"	"194843003"	"299784013"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_ischaemic_heart_disease"	"4776081000006119"	"21"	"^ESCTDO477608"	NA	"double vessel coronary artery disease"	"194843003"	"2535854015"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_ischaemic_heart_disease"	"5056201000006111"	"281"	"^ESCTTR505620"	NA	"triple vessel coronary artery disease"	"233817007"	"2535923015"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_ischaemic_heart_disease"	"5056471000006118"	"15"	"^ESCTAC505647"	NA	"accelerated coronary artery disease in transplanted heart"	"233844002"	"350378010"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_ischaemic_heart_disease"	"5496991000006110"	"2"	"^ESCTHI549699"	NA	"history of cardiovascular disease"	"266995000"	"2986568011"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_ischaemic_heart_disease"	"5974561000006110"	"2"	"^ESCTHI597456"	NA	"history of treatment for ischaemic heart disease"	"308068007"	"2986970011"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_ischaemic_heart_disease"	"6360351000006112"	"1644"	"^ESCTMU636035"	NA	"multi vessel coronary artery disease"	"371803003"	"1210398011"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_ischaemic_heart_disease"	"6360361000006114"	"347"	"^ESCTLE636036"	NA	"left main coronary artery disease"	"371804009"	"1210399015"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_ischaemic_heart_disease"	"6360601000006119"	"1"	"^ESCTMY636060"	NA	"myocardial ischaemia manifest on stress test status post myocardial infarction"	"371824008"	"1207334015"	"31"	NA	NA	NA	NA	NA	NA	NA
"aurum_ischaemic_heart_disease"	"6546111000006118"	"347"	"^ESCTAC654611"	NA	"acs - acute coronary syndrome"	"394659003"	"2579561010"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_ischaemic_heart_disease"	"6601131000006115"	"2"	"^ESCTCT660113"	NA	"ct - coronary thrombosis"	"398274000"	"1786196012"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_ischaemic_heart_disease"	"6841231000006113"	"158"	"^ESCTAC684123"	NA	"acute ischaemic heart disease"	"413439005"	"2534668015"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_ischaemic_heart_disease"	"6841241000006115"	"1"	"^ESCTAC684124"	NA	"acute ischemic heart disease"	"413439005"	"2534667013"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_ischaemic_heart_disease"	"6841391000006118"	"100"	"^ESCTAC684139"	NA	"acute myocardial ischaemia"	"413444003"	"2534670012"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_ischaemic_heart_disease"	"6841401000006116"	"1"	"^ESCTAC684140"	NA	"acute myocardial ischemia"	"413444003"	"2534669011"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_ischaemic_heart_disease"	"6847761000006118"	"7"	"^ESCTCH684776"	NA	"chronic ischemic heart disease"	"413838009"	"2534671011"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_ischaemic_heart_disease"	"6860251000006115"	"382"	"^ESCTIS686025"	NA	"ischemic heart disease"	"414545008"	"2534663012"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_ischaemic_heart_disease"	"6860261000006118"	"160"	"^ESCTIH686026"	NA	"ihd - ischemic heart disease"	"414545008"	"2537479013"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_ischaemic_heart_disease"	"6864781000006110"	"939"	"^ESCTMY686478"	NA	"myocardial ischaemia"	"414795007"	"2534666016"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_ischaemic_heart_disease"	"6864791000006113"	"7"	"^ESCTMY686479"	NA	"myocardial ischemia"	"414795007"	"2534665017"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_ischaemic_heart_disease"	"6946631000006113"	"23"	"^ESCTOB694663"	NA	"obliterative coronary artery disease"	"420006002"	"2578015012"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_ischaemic_heart_disease"	"7084801000006112"	"18"	"^ESCTMI708480"	NA	"mixed myocardial ischaemia and infarction"	"428196007"	"2694710011"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_ischaemic_heart_disease"	"7087601000006118"	"2"	"^ESCTHI708760"	NA	"history of coronary artery disease with stent placement"	"428375006"	"2695581010"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_ischaemic_heart_disease"	"7475751000006117"	"198"	"^ESCTIS747575"	NA	"ischaemic dilated cardiomyopathy due to coronary artery disease"	"472100003"	"2951007019"	"32"	NA	NA	NA	NA	NA	NA	NA
